,Precinct,County,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,calc_participation
2436,Addison 01,Cobb,2444.0,223.0,360.0,355.0,0.0,938.0,122.0,311.0,453.0,2.0,888.0,25.0,25.0,29.0,0.0,79.0,1905.0,77.9
2435,Acworth 1C,Cobb,5110.0,192.0,669.0,284.0,1.0,1146.0,265.0,1057.0,772.0,8.0,2102.0,47.0,62.0,50.0,0.0,159.0,3407.0,66.7
2434,Acworth 1B,Cobb,5214.0,398.0,961.0,521.0,1.0,1881.0,251.0,676.0,623.0,3.0,1553.0,39.0,51.0,51.0,1.0,142.0,3576.0,68.6
2433,Acworth 1A,Cobb,5458.0,263.0,1056.0,598.0,0.0,1917.0,197.0,815.0,843.0,3.0,1858.0,24.0,54.0,51.0,0.0,129.0,3904.0,71.5
2462,Durham 01,Cobb,4256.0,381.0,1350.0,589.0,1.0,2321.0,77.0,470.0,456.0,1.0,1004.0,34.0,41.0,37.0,0.0,112.0,3437.0,80.8
2448,Blackwell 01,Cobb,2698.0,196.0,424.0,278.0,2.0,900.0,168.0,353.0,491.0,0.0,1012.0,39.0,33.0,33.0,0.0,105.0,2017.0,74.8
2463,Davis 01,Cobb,2093.0,308.0,341.0,230.0,0.0,879.0,120.0,266.0,335.0,0.0,721.0,28.0,18.0,25.0,0.0,71.0,1671.0,79.8
2465,Eastside 02,Cobb,4074.0,300.0,722.0,797.0,1.0,1820.0,111.0,429.0,795.0,1.0,1336.0,40.0,48.0,58.0,0.0,146.0,3302.0,81.1
2481,Hightower 01,Cobb,4262.0,381.0,737.0,830.0,0.0,1948.0,92.0,450.0,826.0,0.0,1368.0,38.0,42.0,60.0,0.0,140.0,3456.0,81.1
2482,Hayes 01,Cobb,4111.0,346.0,1051.0,590.0,0.0,1987.0,116.0,434.0,538.0,1.0,1089.0,31.0,58.0,35.0,1.0,125.0,3201.0,77.9
2483,Kennesaw 1A,Cobb,2499.0,198.0,338.0,188.0,7.0,731.0,169.0,400.0,228.0,9.0,806.0,44.0,28.0,15.0,0.0,87.0,1624.0,65.0
2484,Kennesaw 2A,Cobb,3944.0,302.0,676.0,337.0,2.0,1317.0,188.0,558.0,494.0,2.0,1242.0,25.0,55.0,35.0,0.0,115.0,2674.0,67.8
2485,Kennesaw 3A,Cobb,6477.0,284.0,839.0,421.0,3.0,1547.0,358.0,1200.0,937.0,3.0,2498.0,55.0,66.0,43.0,1.0,165.0,4210.0,65.0
2486,Kennesaw 4A,Cobb,3783.0,231.0,644.0,387.0,2.0,1264.0,181.0,566.0,531.0,0.0,1278.0,21.0,44.0,38.0,1.0,104.0,2646.0,69.9
2487,Kennesaw 5A,Cobb,5855.0,494.0,1005.0,450.0,0.0,1949.0,305.0,1094.0,868.0,2.0,2269.0,65.0,67.0,46.0,0.0,178.0,4396.0,75.1
2488,Kell 01,Cobb,2006.0,276.0,319.0,239.0,0.0,834.0,122.0,198.0,288.0,1.0,609.0,46.0,23.0,35.0,1.0,105.0,1548.0,77.2
2489,Kemp 01,Cobb,1960.0,241.0,495.0,311.0,0.0,1047.0,60.0,175.0,217.0,0.0,452.0,17.0,24.0,19.0,0.0,60.0,1559.0,79.5
2490,Kemp 02,Cobb,4049.0,374.0,827.0,578.0,4.0,1783.0,129.0,557.0,570.0,2.0,1258.0,38.0,47.0,33.0,0.0,118.0,3159.0,78.0
2491,Kemp 03,Cobb,3955.0,505.0,1150.0,562.0,2.0,2219.0,87.0,384.0,401.0,0.0,872.0,30.0,43.0,27.0,1.0,101.0,3192.0,80.7
2492,Lassiter 01,Cobb,3647.0,433.0,710.0,541.0,0.0,1684.0,98.0,430.0,571.0,2.0,1101.0,42.0,47.0,53.0,0.0,142.0,2927.0,80.3
2493,Lindley 01,Cobb,4797.0,176.0,376.0,281.0,0.0,833.0,268.0,1389.0,1127.0,0.0,2784.0,25.0,30.0,38.0,0.0,93.0,3710.0,77.3
2494,Lost Mountain 01,Cobb,3604.0,184.0,1028.0,519.0,1.0,1732.0,81.0,531.0,494.0,0.0,1106.0,33.0,51.0,32.0,0.0,116.0,2954.0,82.0
2495,Lost Mountain 02,Cobb,4121.0,345.0,1388.0,613.0,0.0,2346.0,97.0,520.0,431.0,0.0,1048.0,24.0,43.0,32.0,0.0,99.0,3493.0,84.8
2480,Harrison 01,Cobb,3122.0,329.0,865.0,480.0,0.0,1674.0,82.0,315.0,318.0,0.0,715.0,34.0,35.0,24.0,0.0,93.0,2482.0,79.5
2464,Eastside 01,Cobb,3040.0,326.0,553.0,544.0,3.0,1426.0,91.0,307.0,582.0,1.0,981.0,18.0,24.0,38.0,0.0,80.0,2487.0,81.8
2479,Harmony-Leland 01,Cobb,6394.0,119.0,335.0,224.0,0.0,678.0,332.0,1899.0,1411.0,5.0,3647.0,29.0,67.0,43.0,0.0,139.0,4464.0,69.8
2477,Garrison Mill 01,Cobb,2872.0,323.0,575.0,362.0,1.0,1261.0,118.0,350.0,483.0,0.0,951.0,33.0,34.0,26.0,0.0,93.0,2305.0,80.3
2466,Elizabeth 01,Cobb,4065.0,214.0,317.0,170.0,1.0,702.0,304.0,794.0,528.0,3.0,1629.0,34.0,32.0,30.0,1.0,97.0,2428.0,59.7
2467,Elizabeth 02,Cobb,2434.0,237.0,363.0,384.0,3.0,987.0,109.0,296.0,363.0,1.0,769.0,28.0,28.0,24.0,0.0,80.0,1836.0,75.4
2468,Elizabeth 03,Cobb,2767.0,288.0,444.0,494.0,1.0,1227.0,109.0,347.0,430.0,1.0,887.0,34.0,21.0,30.0,0.0,85.0,2199.0,79.5
2469,Elizabeth 04,Cobb,3011.0,245.0,274.0,222.0,1.0,742.0,235.0,451.0,492.0,0.0,1178.0,44.0,16.0,32.0,0.0,92.0,2012.0,66.8
2470,Elizabeth 05,Cobb,2884.0,320.0,451.0,374.0,0.0,1145.0,130.0,338.0,537.0,1.0,1006.0,37.0,37.0,18.0,0.0,92.0,2243.0,77.8
2478,Gritters 01,Cobb,4033.0,405.0,658.0,487.0,1.0,1551.0,225.0,443.0,568.0,1.0,1237.0,54.0,52.0,36.0,0.0,142.0,2930.0,72.7
2472,Fair Oaks 02,Cobb,5779.0,222.0,384.0,281.0,5.0,892.0,470.0,1044.0,929.0,4.0,2447.0,45.0,27.0,37.0,1.0,110.0,3449.0,59.7
2471,East Piedmont 01,Cobb,2627.0,249.0,303.0,229.0,1.0,782.0,180.0,399.0,415.0,0.0,994.0,32.0,23.0,17.0,0.0,72.0,1848.0,70.3
2474,Fullers Park 01,Cobb,3452.0,343.0,632.0,536.0,0.0,1511.0,124.0,380.0,650.0,0.0,1154.0,28.0,30.0,43.0,0.0,101.0,2766.0,80.1
2475,Ford 01,Cobb,3161.0,309.0,950.0,423.0,1.0,1683.0,67.0,321.0,350.0,0.0,738.0,22.0,53.0,14.0,0.0,89.0,2510.0,79.4
2476,Frey 01,Cobb,2582.0,167.0,802.0,294.0,0.0,1263.0,58.0,303.0,279.0,1.0,641.0,16.0,38.0,31.0,0.0,85.0,1989.0,77.0
2473,Fair Oaks 04,Cobb,5322.0,245.0,278.0,255.0,0.0,778.0,487.0,625.0,603.0,8.0,1723.0,50.0,40.0,27.0,1.0,118.0,2619.0,49.2
2449,Chattahoochee 01,Cobb,5969.0,253.0,513.0,252.0,2.0,1020.0,381.0,1344.0,907.0,3.0,2635.0,58.0,62.0,54.0,2.0,176.0,3831.0,64.2
1873,Ambrose,Coffee,2053.0,337.0,608.0,95.0,0.0,1040.0,70.0,121.0,41.0,3.0,235.0,8.0,13.0,2.0,0.0,23.0,1298.0,63.2
1876,Nicholls,Coffee,2115.0,352.0,476.0,58.0,2.0,888.0,96.0,111.0,67.0,0.0,274.0,5.0,12.0,2.0,1.0,20.0,1182.0,55.9
1875,Broxton,Coffee,2398.0,322.0,738.0,69.0,2.0,1131.0,118.0,126.0,67.0,0.0,311.0,8.0,8.0,5.0,0.0,21.0,1463.0,61.0
1874,Bridgetown,Coffee,344.0,105.0,62.0,7.0,0.0,174.0,34.0,12.0,8.0,0.0,54.0,3.0,2.0,0.0,0.0,5.0,233.0,67.7
1872,Douglas,Coffee,17243.0,975.0,4543.0,593.0,3.0,6114.0,674.0,1776.0,720.0,0.0,3170.0,54.0,107.0,28.0,0.0,189.0,9473.0,54.9
1877,West Green,Coffee,961.0,284.0,235.0,49.0,0.0,568.0,16.0,10.0,7.0,0.0,33.0,9.0,2.0,0.0,0.0,11.0,612.0,63.7
769,Warrior,Colquitt,971.0,259.0,239.0,58.0,0.0,556.0,31.0,27.0,15.0,0.0,73.0,7.0,2.0,0.0,0.0,9.0,638.0,65.7
752,Moultrie,Colquitt,4809.0,315.0,1134.0,305.0,0.0,1754.0,209.0,523.0,296.0,1.0,1029.0,25.0,41.0,12.0,0.0,78.0,2861.0,59.5
751,Shaw,Colquitt,3487.0,73.0,251.0,70.0,0.0,394.0,332.0,420.0,301.0,0.0,1053.0,5.0,20.0,7.0,0.0,32.0,1479.0,42.4
767,Thigpen,Colquitt,251.0,97.0,44.0,13.0,0.0,154.0,7.0,3.0,6.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,171.0,68.1
766,Robinson,Colquitt,860.0,221.0,193.0,45.0,0.0,459.0,32.0,30.0,14.0,0.0,76.0,3.0,8.0,2.0,0.0,13.0,548.0,63.7
765,Norman Park,Colquitt,2586.0,377.0,651.0,141.0,0.0,1169.0,92.0,143.0,112.0,0.0,347.0,13.0,13.0,6.0,0.0,32.0,1548.0,59.9
764,Murphy,Colquitt,973.0,186.0,418.0,57.0,0.0,661.0,13.0,44.0,31.0,0.0,88.0,1.0,9.0,0.0,0.0,10.0,759.0,78.0
763,Monk,Colquitt,1555.0,327.0,434.0,90.0,0.0,851.0,29.0,69.0,53.0,0.0,151.0,10.0,5.0,0.0,0.0,15.0,1017.0,65.4
762,Millcreek,Colquitt,422.0,108.0,131.0,37.0,0.0,276.0,5.0,10.0,10.0,0.0,25.0,3.0,1.0,0.0,0.0,4.0,305.0,72.3
761,Lee,Colquitt,1094.0,206.0,261.0,71.0,0.0,538.0,24.0,53.0,20.0,0.0,97.0,5.0,6.0,3.0,0.0,14.0,649.0,59.3
768,Tyty,Colquitt,543.0,214.0,75.0,31.0,0.0,320.0,10.0,9.0,5.0,0.0,24.0,6.0,1.0,1.0,0.0,8.0,352.0,64.8
759,Hartsfield,Colquitt,408.0,166.0,81.0,35.0,1.0,283.0,6.0,7.0,9.0,0.0,22.0,2.0,2.0,1.0,0.0,5.0,310.0,76.0
758,Hamilton,Colquitt,784.0,254.0,190.0,44.0,0.0,488.0,14.0,25.0,12.0,0.0,51.0,6.0,5.0,3.0,0.0,14.0,553.0,70.5
757,Funston,Colquitt,1030.0,266.0,253.0,58.0,3.0,580.0,28.0,44.0,29.0,0.0,101.0,7.0,6.0,1.0,0.0,14.0,695.0,67.5
756,Doerun,Colquitt,619.0,141.0,120.0,20.0,0.0,281.0,65.0,31.0,26.0,0.0,122.0,5.0,1.0,1.0,0.0,7.0,410.0,66.2
755,Crosland,Colquitt,289.0,76.0,31.0,17.0,0.0,124.0,22.0,14.0,8.0,1.0,45.0,2.0,0.0,1.0,0.0,3.0,172.0,59.5
754,Bridgecreek,Colquitt,1191.0,261.0,424.0,79.0,2.0,766.0,12.0,33.0,34.0,0.0,79.0,8.0,7.0,0.0,0.0,15.0,860.0,72.2
753,Autreyville,Colquitt,1512.0,255.0,390.0,68.0,2.0,715.0,41.0,92.0,45.0,0.0,178.0,6.0,7.0,2.0,0.0,15.0,908.0,60.1
760,Hopewell,Colquitt,1670.0,253.0,571.0,113.0,2.0,939.0,34.0,84.0,41.0,1.0,160.0,7.0,17.0,5.0,0.0,29.0,1128.0,67.5
1396,Col Cty Bd of Edu,Columbia,2143.0,219.0,693.0,154.0,2.0,1068.0,83.0,266.0,152.0,0.0,501.0,16.0,27.0,11.0,0.0,54.0,1623.0,75.7
1395,Damascus Baptist Church,Columbia,1023.0,343.0,300.0,70.0,1.0,714.0,28.0,30.0,26.0,0.0,84.0,13.0,4.0,1.0,0.0,18.0,816.0,79.8
1394,Second Mt Carmel Baptist Church,Columbia,731.0,107.0,132.0,23.0,0.0,262.0,114.0,70.0,78.0,0.0,262.0,3.0,4.0,2.0,0.0,9.0,533.0,72.9
1393,Eubank-Blanchard Center,Columbia,1576.0,374.0,485.0,74.0,1.0,934.0,66.0,95.0,74.0,0.0,235.0,8.0,12.0,5.0,0.0,25.0,1194.0,75.8
1392,Grove First Baptist Church,Columbia,2954.0,178.0,526.0,88.0,1.0,793.0,139.0,637.0,295.0,0.0,1071.0,17.0,33.0,10.0,0.0,60.0,1924.0,65.1
1391,Grovetown Public Safety Station,Columbia,23696.0,238.0,640.0,133.0,1.0,1012.0,200.0,739.0,383.0,1.0,1323.0,27.0,56.0,23.0,0.0,106.0,2441.0,10.3
1388,Liberty Park-Grovetown,Columbia,3410.0,277.0,624.0,135.0,2.0,1038.0,190.0,575.0,293.0,2.0,1060.0,31.0,53.0,19.0,0.0,103.0,2201.0,64.5
1397,Greenbrier High,Columbia,3369.0,485.0,1187.0,225.0,1.0,1898.0,79.0,335.0,240.0,0.0,654.0,30.0,45.0,23.0,0.0,98.0,2650.0,78.7
1382,New Life Church,Columbia,4438.0,321.0,957.0,186.0,0.0,1464.0,198.0,938.0,394.0,3.0,1533.0,56.0,55.0,14.0,0.0,125.0,3122.0,70.3
1384,Harlem Senior Center,Columbia,1819.0,298.0,446.0,71.0,0.0,815.0,105.0,220.0,172.0,0.0,497.0,19.0,25.0,3.0,0.0,47.0,1359.0,74.7
1383,Harlem Branch Library,Columbia,2642.0,344.0,849.0,166.0,2.0,1361.0,73.0,214.0,129.0,0.0,416.0,23.0,25.0,6.0,0.0,54.0,1831.0,69.3
1381,Patriots Park,Columbia,4046.0,355.0,1321.0,185.0,0.0,1861.0,107.0,608.0,314.0,0.0,1029.0,30.0,70.0,20.0,0.0,120.0,3010.0,74.4
1380,Woodlawn Baptist Church,Columbia,1290.0,162.0,449.0,112.0,0.0,723.0,27.0,131.0,85.0,0.0,243.0,12.0,12.0,4.0,0.0,28.0,994.0,77.1
1379,Lewis Methodist Church,Columbia,3737.0,405.0,1086.0,276.0,1.0,1768.0,112.0,513.0,334.0,1.0,960.0,33.0,48.0,24.0,0.0,105.0,2833.0,75.8
1378,Kiokee Baptist Church,Columbia,2541.0,443.0,1121.0,182.0,0.0,1746.0,34.0,123.0,90.0,0.0,247.0,14.0,19.0,14.0,0.0,47.0,2040.0,80.3
1387,Philadelphia Church,Columbia,2355.0,206.0,614.0,116.0,1.0,937.0,101.0,374.0,177.0,0.0,652.0,23.0,48.0,13.0,0.0,84.0,1673.0,71.0
1386,Bessie Thomas Center,Columbia,799.0,107.0,352.0,58.0,2.0,519.0,10.0,48.0,20.0,0.0,78.0,4.0,9.0,1.0,0.0,14.0,611.0,76.5
1385,Second Mt Moriah Baptist Church,Columbia,1027.0,154.0,387.0,63.0,1.0,605.0,17.0,66.0,48.0,0.0,131.0,14.0,18.0,7.0,0.0,39.0,775.0,75.5
1390,G A Apostolic Church,Columbia,1701.0,235.0,362.0,127.0,0.0,724.0,72.0,224.0,131.0,1.0,428.0,11.0,16.0,4.0,0.0,31.0,1183.0,69.5
1389,Grovetown Methodist Church,Columbia,2736.0,189.0,304.0,106.0,1.0,600.0,227.0,489.0,247.0,5.0,968.0,23.0,27.0,10.0,1.0,61.0,1629.0,59.5
1421,Col Cty Main Library,Columbia,2106.0,180.0,687.0,144.0,0.0,1011.0,58.0,256.0,168.0,1.0,483.0,18.0,21.0,8.0,0.0,47.0,1541.0,73.2
1400,Grace Baptist Church,Columbia,3558.0,407.0,979.0,171.0,0.0,1557.0,114.0,600.0,327.0,0.0,1041.0,19.0,53.0,13.0,0.0,85.0,2683.0,75.4
1415,Martinez Baptist,Columbia,1962.0,311.0,328.0,110.0,0.0,749.0,139.0,203.0,134.0,0.0,476.0,26.0,21.0,7.0,0.0,54.0,1279.0,65.2
1401,Christ Sanctified,Columbia,2521.0,343.0,746.0,180.0,1.0,1270.0,86.0,249.0,166.0,0.0,501.0,21.0,29.0,6.0,0.0,56.0,1827.0,72.5
1411,Genesis Church,Columbia,1830.0,234.0,538.0,179.0,0.0,951.0,63.0,171.0,166.0,1.0,401.0,20.0,20.0,9.0,0.0,49.0,1401.0,76.6
1412,Stevens Creek Church,Columbia,2760.0,381.0,941.0,279.0,1.0,1602.0,67.0,277.0,249.0,0.0,593.0,17.0,27.0,10.0,0.0,54.0,2249.0,81.5
1413,Mtz Col Fire Hdqtr,Columbia,1291.0,194.0,229.0,69.0,0.0,492.0,93.0,106.0,83.0,1.0,283.0,21.0,13.0,8.0,0.0,42.0,817.0,63.3
1402,Blanchard Park,Columbia,2026.0,238.0,402.0,138.0,2.0,780.0,101.0,280.0,169.0,0.0,550.0,11.0,24.0,12.0,0.0,47.0,1377.0,68.0
1424,Christ The King Luth Church,Columbia,2148.0,203.0,757.0,250.0,1.0,1211.0,38.0,231.0,200.0,0.0,469.0,8.0,15.0,8.0,0.0,31.0,1711.0,79.7
1423,Blue Ridge Elementary,Columbia,2301.0,262.0,603.0,143.0,0.0,1008.0,122.0,259.0,164.0,1.0,546.0,26.0,24.0,12.0,0.0,62.0,1616.0,70.2
1422,Christ Church Presbyterian,Columbia,2081.0,288.0,735.0,151.0,1.0,1175.0,53.0,217.0,153.0,1.0,424.0,8.0,24.0,5.0,0.0,37.0,1636.0,78.6
1420,Wesley Methodist,Columbia,2434.0,312.0,793.0,193.0,3.0,1301.0,80.0,275.0,151.0,1.0,507.0,22.0,26.0,8.0,0.0,56.0,1864.0,76.6
1419,Journey Comm Church,Columbia,1268.0,159.0,495.0,146.0,1.0,801.0,30.0,92.0,76.0,0.0,198.0,8.0,22.0,7.0,1.0,38.0,1037.0,81.8
1418,West Acres Baptist,Columbia,2424.0,304.0,742.0,164.0,1.0,1211.0,83.0,243.0,201.0,0.0,527.0,6.0,19.0,8.0,0.0,33.0,1771.0,73.1
1417,Church of Our Savior,Columbia,2310.0,304.0,479.0,182.0,2.0,967.0,136.0,228.0,210.0,2.0,576.0,30.0,18.0,9.0,0.0,57.0,1600.0,69.3
1416,Gold Cross EMS,Columbia,1889.0,229.0,455.0,290.0,3.0,977.0,56.0,146.0,129.0,1.0,332.0,19.0,19.0,10.0,1.0,49.0,1358.0,71.9
1399,Riverview Church,Columbia,1320.0,149.0,458.0,103.0,0.0,710.0,49.0,155.0,120.0,0.0,324.0,12.0,13.0,4.0,0.0,29.0,1063.0,80.5
1398,Parkway Baptist Church,Columbia,4596.0,583.0,1484.0,265.0,2.0,2334.0,129.0,692.0,324.0,1.0,1146.0,34.0,50.0,24.0,0.0,108.0,3588.0,78.1
1414,Lakeside Middle,Columbia,1923.0,258.0,480.0,85.0,0.0,823.0,92.0,227.0,140.0,0.0,459.0,22.0,28.0,10.0,0.0,60.0,1342.0,69.8
1403,Belair Baptist Church,Columbia,2440.0,339.0,596.0,174.0,1.0,1110.0,104.0,305.0,200.0,1.0,610.0,27.0,17.0,5.0,0.0,49.0,1769.0,72.5
1405,Westside Baptist Church,Columbia,1516.0,273.0,399.0,187.0,0.0,859.0,56.0,114.0,123.0,0.0,293.0,24.0,11.0,3.0,0.0,38.0,1190.0,78.5
1410,Gospel Water Branch,Columbia,2096.0,247.0,645.0,154.0,2.0,1048.0,86.0,255.0,207.0,1.0,549.0,7.0,21.0,12.0,0.0,40.0,1637.0,78.1
1406,Trinity Baptist Church,Columbia,2836.0,440.0,764.0,251.0,2.0,1457.0,98.0,222.0,168.0,1.0,489.0,34.0,24.0,16.0,0.0,74.0,2020.0,71.2
1407,Abilene Baptist,Columbia,2046.0,294.0,481.0,159.0,0.0,934.0,81.0,191.0,161.0,0.0,433.0,23.0,16.0,6.0,0.0,45.0,1412.0,69.0
1404,Marvin Methodist,Columbia,1937.0,330.0,378.0,124.0,0.0,832.0,114.0,177.0,182.0,0.0,473.0,17.0,18.0,12.0,0.0,47.0,1352.0,69.8
1408,Augusta Christian,Columbia,2179.0,316.0,523.0,184.0,0.0,1023.0,114.0,222.0,194.0,1.0,531.0,16.0,17.0,6.0,0.0,39.0,1593.0,73.1
1409,Savannah Rapids Pavilion,Columbia,1549.0,140.0,613.0,269.0,0.0,1022.0,24.0,116.0,171.0,0.0,311.0,5.0,12.0,6.0,0.0,23.0,1356.0,87.5
1694,Lenox,Cook,1275.0,229.0,382.0,63.0,0.0,674.0,72.0,58.0,33.0,0.0,163.0,10.0,4.0,4.0,0.0,18.0,855.0,67.1
1691,Cecil,Cook,1899.0,134.0,426.0,49.0,0.0,609.0,93.0,268.0,113.0,0.0,474.0,10.0,18.0,5.0,1.0,34.0,1117.0,58.8
1692,Delle Beamguard,Cook,2446.0,204.0,875.0,141.0,0.0,1220.0,76.0,187.0,113.0,0.0,376.0,11.0,15.0,9.0,0.0,35.0,1631.0,66.7
1693,Elm Pine,Cook,531.0,3.0,9.0,4.0,0.0,16.0,75.0,103.0,70.0,0.0,248.0,3.0,1.0,0.0,0.0,4.0,268.0,50.5
1696,New Life Baptist Church,Cook,1233.0,225.0,452.0,54.0,0.0,731.0,17.0,54.0,26.0,0.0,97.0,4.0,12.0,4.0,0.0,20.0,848.0,68.8
1697,Riverbend,Cook,1280.0,119.0,555.0,100.0,0.0,774.0,17.0,66.0,31.0,0.0,114.0,6.0,7.0,3.0,0.0,16.0,904.0,70.6
1698,Sparks,Cook,1049.0,64.0,116.0,27.0,0.0,207.0,123.0,124.0,72.0,0.0,319.0,3.0,3.0,3.0,0.0,9.0,535.0,51.0
1695,Massee,Cook,919.0,97.0,369.0,33.0,0.0,499.0,12.0,74.0,24.0,0.0,110.0,1.0,7.0,1.0,0.0,9.0,618.0,67.2
2206,Sharpsburg,Coweta,4526.0,830.0,1430.0,422.0,1.0,2683.0,114.0,286.0,233.0,0.0,633.0,44.0,58.0,25.0,0.0,127.0,3443.0,76.1
2205,Newnan,Coweta,3478.0,316.0,349.0,181.0,0.0,846.0,299.0,413.0,475.0,0.0,1187.0,32.0,20.0,22.0,0.0,74.0,2107.0,60.6
2201,Senoia,Coweta,5838.0,968.0,1744.0,675.0,0.0,3387.0,138.0,431.0,431.0,1.0,1001.0,61.0,49.0,38.0,0.0,148.0,4536.0,77.7
2207,Fischer Road,Coweta,4328.0,668.0,1313.0,468.0,0.0,2449.0,125.0,333.0,339.0,2.0,799.0,42.0,45.0,19.0,0.0,106.0,3354.0,77.5
2203,Pine Road,Coweta,2095.0,531.0,485.0,229.0,0.0,1245.0,44.0,96.0,91.0,0.0,231.0,15.0,7.0,11.0,0.0,33.0,1509.0,72.0
2208,Cedar Creek,Coweta,5330.0,943.0,1582.0,661.0,0.0,3186.0,116.0,362.0,398.0,0.0,876.0,64.0,44.0,41.0,0.0,149.0,4211.0,79.0
2209,Grantville,Coweta,2572.0,649.0,343.0,165.0,0.0,1157.0,195.0,142.0,171.0,0.0,508.0,30.0,15.0,11.0,1.0,57.0,1722.0,67.0
2202,Moreland,Coweta,2758.0,874.0,572.0,288.0,0.0,1734.0,107.0,88.0,167.0,0.0,362.0,26.0,14.0,14.0,1.0,55.0,2151.0,78.0
2226,Coweta Central Library,Coweta,1723.0,275.0,595.0,153.0,0.0,1023.0,50.0,135.0,93.0,0.0,278.0,14.0,12.0,14.0,0.0,40.0,1341.0,77.8
2225,Thomas Crossroads,Coweta,4962.0,793.0,1593.0,446.0,0.0,2832.0,137.0,365.0,296.0,0.0,798.0,52.0,58.0,23.0,0.0,133.0,3763.0,75.8
2213,Raymond,Coweta,2492.0,597.0,643.0,248.0,0.0,1488.0,83.0,118.0,137.0,0.0,338.0,27.0,9.0,10.0,0.0,46.0,1872.0,75.1
2223,Westside,Coweta,838.0,77.0,54.0,40.0,0.0,171.0,156.0,75.0,100.0,0.0,331.0,11.0,3.0,0.0,0.0,14.0,516.0,61.6
2222,Cannongate,Coweta,3653.0,776.0,1028.0,409.0,0.0,2213.0,102.0,239.0,209.0,0.0,550.0,49.0,32.0,30.0,0.0,111.0,2874.0,78.7
2221,Madras,Coweta,4462.0,699.0,1119.0,474.0,0.0,2292.0,162.0,476.0,423.0,3.0,1064.0,48.0,53.0,22.0,1.0,124.0,3480.0,78.0
2220,White Oak,Coweta,4636.0,672.0,1266.0,411.0,1.0,2350.0,192.0,419.0,357.0,0.0,968.0,42.0,58.0,17.0,0.0,117.0,3435.0,74.1
2219,Expo Center,Coweta,1974.0,455.0,344.0,253.0,0.0,1052.0,118.0,120.0,135.0,0.0,373.0,31.0,15.0,11.0,0.0,57.0,1482.0,75.1
2212,Panther Creek,Coweta,3028.0,831.0,488.0,252.0,0.0,1571.0,130.0,120.0,206.0,0.0,456.0,39.0,17.0,16.0,0.0,72.0,2099.0,69.3
2217,Newnan Centre,Coweta,20465.0,2041.0,4522.0,1836.0,0.0,8399.0,993.0,2692.0,2107.0,2.0,5794.0,177.0,192.0,113.0,0.0,482.0,14675.0,71.7
2216,Central,Coweta,4395.0,266.0,389.0,168.0,1.0,824.0,424.0,569.0,488.0,3.0,1484.0,35.0,16.0,15.0,1.0,67.0,2375.0,54.0
2210,Haralson,Coweta,2339.0,753.0,490.0,186.0,0.0,1429.0,86.0,67.0,131.0,0.0,284.0,27.0,15.0,11.0,0.0,53.0,1766.0,75.5
2211,Welcome,Coweta,3212.0,1005.0,457.0,299.0,0.0,1761.0,135.0,126.0,191.0,0.0,452.0,44.0,16.0,17.0,0.0,77.0,2290.0,71.3
2215,Smokey Road,Coweta,2559.0,402.0,329.0,167.0,0.0,898.0,209.0,242.0,270.0,1.0,722.0,20.0,16.0,15.0,0.0,51.0,1671.0,65.3
2214,Turin,Coweta,4477.0,992.0,1327.0,447.0,0.0,2766.0,138.0,280.0,253.0,0.0,671.0,51.0,36.0,16.0,0.0,103.0,3540.0,79.1
2224,Northside,Coweta,2285.0,519.0,338.0,254.0,0.0,1111.0,178.0,148.0,201.0,1.0,528.0,33.0,16.0,19.0,0.0,68.0,1707.0,74.7
2218,Greentop,Coweta,2846.0,460.0,451.0,313.0,0.0,1224.0,164.0,252.0,286.0,1.0,703.0,30.0,19.0,21.0,0.0,70.0,1997.0,70.2
2204,Dresden,Coweta,839.0,326.0,109.0,68.0,0.0,503.0,42.0,21.0,42.0,0.0,105.0,14.0,2.0,0.0,0.0,16.0,624.0,74.4
2173,District 1B,Crawford,1025.0,41.0,206.0,33.0,1.0,281.0,49.0,227.0,109.0,0.0,385.0,3.0,7.0,7.0,0.0,17.0,683.0,66.6
2172,District 1A,Crawford,516.0,58.0,96.0,23.0,0.0,177.0,41.0,49.0,40.0,0.0,130.0,3.0,3.0,3.0,0.0,9.0,316.0,61.2
2174,District 2,Crawford,1659.0,118.0,445.0,96.0,0.0,659.0,56.0,255.0,175.0,1.0,487.0,8.0,16.0,7.0,0.0,31.0,1177.0,70.9
