,Precinct,County,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,calc_participation
1324,CENT,Houston,7795.0,8.0,4.0,7.0,0.0,19.0,4.0,11.0,6.0,0.0,21.0,342.0,626.0,279.0,0.0,1247.0,3.0,2.0,4.0,0.0,9.0,18.0,32.0,14.0,1.0,65.0,4.0,0.0,2.0,0.0,6.0,21.0,14.0,9.0,0.0,44.0,77.0,132.0,114.0,0.0,323.0,21.0,57.0,34.0,1.0,113.0,12.0,19.0,3.0,0.0,34.0,29.0,34.0,36.0,0.0,99.0,32.0,49.0,45.0,0.0,126.0,467.0,794.0,388.0,1.0,1650.0,13.0,17.0,9.0,0.0,39.0,23.0,11.0,2.0,0.0,36.0,3.0,6.0,6.0,0.0,15.0,6.0,3.0,7.0,0.0,16.0,20.0,20.0,2.0,0.0,42.0,263.0,690.0,590.0,1.0,1544.0,8.0,15.0,12.0,0.0,35.0,5483.0,70.3
1325,CGTC,Houston,4860.0,1.0,3.0,3.0,0.0,7.0,1.0,4.0,2.0,0.0,7.0,161.0,504.0,157.0,1.0,823.0,3.0,4.0,4.0,0.0,11.0,9.0,20.0,8.0,0.0,37.0,4.0,2.0,2.0,0.0,8.0,12.0,24.0,6.0,0.0,42.0,21.0,91.0,54.0,0.0,166.0,14.0,35.0,26.0,0.0,75.0,13.0,12.0,6.0,0.0,31.0,9.0,26.0,13.0,0.0,48.0,11.0,29.0,17.0,0.0,57.0,302.0,696.0,238.0,3.0,1239.0,4.0,9.0,3.0,0.0,16.0,10.0,15.0,5.0,0.0,30.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,9.0,0.0,10.0,12.0,24.0,3.0,0.0,39.0,123.0,464.0,358.0,0.0,945.0,3.0,4.0,10.0,0.0,17.0,3613.0,74.3
1337,VHS,Houston,6295.0,2.0,2.0,2.0,0.0,6.0,3.0,7.0,2.0,0.0,12.0,327.0,747.0,182.0,1.0,1257.0,4.0,3.0,7.0,0.0,14.0,22.0,30.0,8.0,1.0,61.0,5.0,4.0,1.0,0.0,10.0,17.0,23.0,6.0,0.0,46.0,47.0,81.0,49.0,0.0,177.0,12.0,40.0,27.0,0.0,79.0,18.0,20.0,3.0,0.0,41.0,8.0,34.0,19.0,0.0,61.0,19.0,41.0,29.0,0.0,89.0,527.0,887.0,251.0,0.0,1665.0,3.0,13.0,4.0,0.0,20.0,10.0,14.0,6.0,0.0,30.0,3.0,6.0,1.0,0.0,10.0,0.0,4.0,5.0,0.0,9.0,23.0,23.0,10.0,0.0,56.0,191.0,531.0,353.0,2.0,1077.0,2.0,6.0,6.0,0.0,14.0,4734.0,75.2
1328,HCTC,Houston,6361.0,5.0,3.0,3.0,0.0,11.0,5.0,5.0,5.0,0.0,15.0,184.0,402.0,181.0,2.0,769.0,9.0,1.0,7.0,0.0,17.0,26.0,20.0,12.0,0.0,58.0,5.0,6.0,1.0,0.0,12.0,16.0,16.0,3.0,0.0,35.0,67.0,125.0,79.0,1.0,272.0,32.0,40.0,32.0,1.0,105.0,6.0,10.0,2.0,0.0,18.0,30.0,41.0,34.0,0.0,105.0,31.0,41.0,32.0,0.0,104.0,262.0,451.0,254.0,0.0,967.0,9.0,14.0,5.0,0.0,28.0,15.0,15.0,12.0,0.0,42.0,5.0,3.0,2.0,0.0,10.0,1.0,4.0,9.0,0.0,14.0,13.0,13.0,2.0,0.0,28.0,252.0,561.0,475.0,2.0,1290.0,11.0,16.0,10.0,0.0,37.0,3937.0,61.9
1326,FMMS,Houston,8767.0,4.0,5.0,7.0,0.0,16.0,6.0,8.0,9.0,0.0,23.0,343.0,714.0,235.0,0.0,1292.0,2.0,5.0,6.0,0.0,13.0,34.0,36.0,15.0,0.0,85.0,7.0,4.0,3.0,0.0,14.0,25.0,28.0,9.0,0.0,62.0,81.0,171.0,125.0,0.0,377.0,30.0,56.0,33.0,0.0,119.0,17.0,25.0,4.0,0.0,46.0,23.0,35.0,35.0,0.0,93.0,34.0,71.0,52.0,0.0,157.0,575.0,978.0,321.0,1.0,1875.0,10.0,26.0,8.0,0.0,44.0,30.0,17.0,5.0,0.0,52.0,6.0,5.0,8.0,0.0,19.0,6.0,7.0,15.0,0.0,28.0,20.0,26.0,4.0,0.0,50.0,334.0,1018.0,696.0,2.0,2050.0,4.0,20.0,12.0,0.0,36.0,6451.0,73.6
1330,HHPC,Houston,9610.0,5.0,10.0,11.0,0.0,26.0,4.0,9.0,5.0,0.0,18.0,219.0,563.0,271.0,0.0,1053.0,9.0,3.0,9.0,0.0,21.0,22.0,35.0,4.0,0.0,61.0,6.0,5.0,5.0,0.0,16.0,25.0,15.0,14.0,1.0,55.0,123.0,167.0,145.0,2.0,437.0,36.0,55.0,57.0,0.0,148.0,16.0,16.0,4.0,2.0,38.0,51.0,51.0,64.0,0.0,166.0,41.0,60.0,39.0,0.0,140.0,344.0,762.0,407.0,0.0,1513.0,18.0,17.0,8.0,0.0,43.0,18.0,13.0,6.0,0.0,37.0,6.0,4.0,8.0,0.0,18.0,4.0,4.0,18.0,0.0,26.0,25.0,21.0,7.0,0.0,53.0,375.0,864.0,787.0,2.0,2028.0,12.0,24.0,13.0,0.0,49.0,5946.0,61.9
1331,MCMS,Houston,9181.0,4.0,5.0,10.0,0.0,19.0,7.0,9.0,6.0,0.0,22.0,333.0,942.0,264.0,3.0,1542.0,5.0,4.0,11.0,0.0,20.0,26.0,45.0,9.0,0.0,80.0,3.0,6.0,6.0,0.0,15.0,19.0,38.0,14.0,0.0,71.0,60.0,161.0,102.0,1.0,324.0,13.0,37.0,29.0,1.0,80.0,16.0,28.0,9.0,0.0,53.0,20.0,40.0,29.0,0.0,89.0,31.0,62.0,33.0,0.0,126.0,616.0,1288.0,430.0,3.0,2337.0,12.0,20.0,10.0,0.0,42.0,22.0,20.0,8.0,1.0,51.0,5.0,3.0,4.0,0.0,12.0,1.0,10.0,9.0,0.0,20.0,26.0,36.0,10.0,0.0,72.0,249.0,971.0,677.0,0.0,1897.0,4.0,10.0,15.0,0.0,29.0,6901.0,75.2
1332,NSES,Houston,2441.0,1.0,0.0,1.0,0.0,2.0,5.0,2.0,1.0,0.0,8.0,109.0,197.0,101.0,0.0,407.0,2.0,0.0,0.0,0.0,2.0,4.0,11.0,4.0,0.0,19.0,1.0,2.0,2.0,0.0,5.0,9.0,4.0,1.0,0.0,14.0,18.0,27.0,18.0,0.0,63.0,7.0,5.0,11.0,0.0,23.0,8.0,5.0,0.0,0.0,13.0,9.0,7.0,9.0,0.0,25.0,10.0,14.0,18.0,0.0,42.0,232.0,258.0,141.0,1.0,632.0,4.0,4.0,1.0,0.0,9.0,5.0,4.0,2.0,0.0,11.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,7.0,3.0,8.0,1.0,0.0,12.0,97.0,191.0,207.0,0.0,495.0,0.0,6.0,1.0,0.0,7.0,1798.0,73.7
1333,RECR,Houston,9277.0,3.0,2.0,7.0,1.0,13.0,2.0,3.0,5.0,0.0,10.0,97.0,188.0,79.0,2.0,366.0,2.0,6.0,6.0,1.0,15.0,6.0,12.0,6.0,0.0,24.0,7.0,3.0,8.0,0.0,18.0,13.0,11.0,7.0,0.0,31.0,187.0,175.0,182.0,2.0,546.0,76.0,58.0,72.0,0.0,206.0,6.0,6.0,4.0,0.0,16.0,50.0,51.0,55.0,1.0,157.0,39.0,43.0,40.0,0.0,122.0,158.0,260.0,173.0,2.0,593.0,24.0,24.0,4.0,0.0,52.0,16.0,10.0,6.0,0.0,32.0,5.0,4.0,4.0,0.0,13.0,7.0,7.0,12.0,0.0,26.0,14.0,13.0,4.0,0.0,31.0,600.0,1056.0,976.0,5.0,2637.0,19.0,26.0,14.0,0.0,59.0,4967.0,53.5
1334,ROZR,Houston,13802.0,15.0,11.0,7.0,0.0,33.0,11.0,6.0,9.0,0.0,26.0,517.0,1552.0,441.0,2.0,2512.0,6.0,11.0,8.0,0.0,25.0,39.0,69.0,16.0,0.0,124.0,6.0,11.0,3.0,0.0,20.0,28.0,42.0,11.0,0.0,81.0,127.0,215.0,141.0,0.0,483.0,30.0,69.0,46.0,1.0,146.0,20.0,43.0,11.0,0.0,74.0,26.0,55.0,31.0,1.0,113.0,48.0,76.0,56.0,1.0,181.0,779.0,1888.0,688.0,2.0,3357.0,12.0,22.0,15.0,0.0,49.0,17.0,32.0,22.0,0.0,71.0,6.0,4.0,9.0,0.0,19.0,6.0,9.0,17.0,0.0,32.0,32.0,51.0,12.0,0.0,95.0,440.0,1034.0,865.0,3.0,2342.0,13.0,29.0,17.0,0.0,59.0,9842.0,71.3
1335,TMS,Houston,5286.0,1.0,2.0,5.0,0.0,8.0,2.0,1.0,3.0,1.0,7.0,143.0,274.0,159.0,1.0,577.0,4.0,4.0,2.0,0.0,10.0,17.0,26.0,5.0,0.0,48.0,5.0,4.0,1.0,1.0,11.0,12.0,13.0,6.0,0.0,31.0,77.0,95.0,82.0,0.0,254.0,36.0,42.0,33.0,1.0,112.0,6.0,13.0,3.0,0.0,22.0,25.0,37.0,27.0,0.0,89.0,30.0,36.0,28.0,0.0,94.0,222.0,352.0,178.0,1.0,753.0,17.0,25.0,8.0,0.0,50.0,10.0,9.0,2.0,0.0,21.0,7.0,4.0,3.0,0.0,14.0,3.0,6.0,9.0,0.0,18.0,8.0,4.0,2.0,0.0,14.0,277.0,654.0,503.0,1.0,1435.0,6.0,10.0,7.0,0.0,23.0,3591.0,67.9
1329,HEFS,Houston,1372.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,126.0,111.0,25.0,4.0,266.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,7.0,32.0,14.0,16.0,1.0,63.0,7.0,2.0,2.0,0.0,11.0,2.0,2.0,2.0,0.0,6.0,6.0,1.0,2.0,0.0,9.0,2.0,5.0,2.0,0.0,9.0,186.0,131.0,61.0,1.0,379.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,3.0,1.0,0.0,6.0,110.0,56.0,79.0,2.0,247.0,2.0,1.0,1.0,0.0,4.0,1034.0,75.4
1285,Holt,Irwin,675.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,41.0,155.0,15.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,6.0,0.0,17.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,65.0,105.0,33.0,0.0,203.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,7.0,16.0,23.0,26.0,0.0,65.0,1.0,0.0,0.0,0.0,1.0,525.0,77.8
1284,Ocilla,Irwin,3642.0,2.0,5.0,2.0,0.0,9.0,0.0,2.0,1.0,0.0,3.0,98.0,525.0,76.0,1.0,700.0,1.0,3.0,0.0,0.0,4.0,4.0,21.0,3.0,1.0,29.0,3.0,6.0,1.0,0.0,10.0,5.0,12.0,2.0,0.0,19.0,30.0,55.0,38.0,0.0,123.0,12.0,21.0,3.0,0.0,36.0,10.0,16.0,2.0,0.0,28.0,13.0,40.0,15.0,0.0,68.0,12.0,18.0,3.0,0.0,33.0,106.0,517.0,92.0,0.0,715.0,2.0,4.0,3.0,0.0,9.0,1.0,3.0,0.0,1.0,5.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,3.0,5.0,23.0,0.0,0.0,28.0,105.0,261.0,109.0,1.0,476.0,4.0,10.0,2.0,0.0,16.0,2318.0,63.6
1283,Irwinville,Irwin,1796.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,121.0,342.0,61.0,0.0,524.0,2.0,0.0,0.0,0.0,2.0,8.0,8.0,1.0,0.0,17.0,1.0,2.0,0.0,0.0,3.0,6.0,7.0,1.0,0.0,14.0,3.0,4.0,2.0,0.0,9.0,2.0,3.0,0.0,0.0,5.0,5.0,15.0,0.0,0.0,20.0,2.0,4.0,2.0,0.0,8.0,2.0,3.0,2.0,0.0,7.0,149.0,303.0,89.0,0.0,541.0,3.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,8.0,2.0,0.0,13.0,14.0,34.0,17.0,0.0,65.0,1.0,1.0,0.0,0.0,2.0,1250.0,69.6
2652,Central Jackson,Jackson,16263.0,6.0,7.0,7.0,0.0,20.0,11.0,21.0,3.0,0.0,35.0,629.0,3404.0,679.0,1.0,4713.0,8.0,13.0,10.0,0.0,31.0,31.0,87.0,16.0,0.0,134.0,4.0,19.0,4.0,0.0,27.0,24.0,79.0,15.0,0.0,118.0,58.0,194.0,107.0,0.0,359.0,15.0,40.0,29.0,0.0,84.0,26.0,56.0,2.0,0.0,84.0,18.0,51.0,37.0,0.0,106.0,33.0,116.0,41.0,0.0,190.0,649.0,2747.0,469.0,0.0,3865.0,10.0,43.0,7.0,0.0,60.0,26.0,75.0,20.0,0.0,121.0,4.0,12.0,6.0,0.0,22.0,0.0,8.0,8.0,0.0,16.0,30.0,93.0,12.0,0.0,135.0,152.0,780.0,517.0,1.0,1450.0,7.0,16.0,11.0,0.0,34.0,11604.0,71.4
2653,North Jackson,Jackson,12699.0,6.0,10.0,5.0,0.0,21.0,5.0,14.0,3.0,0.0,22.0,566.0,2399.0,643.0,1.0,3609.0,9.0,6.0,6.0,0.0,21.0,25.0,71.0,22.0,0.0,118.0,6.0,5.0,6.0,0.0,17.0,29.0,50.0,8.0,0.0,87.0,38.0,116.0,79.0,0.0,233.0,18.0,29.0,13.0,0.0,60.0,19.0,50.0,8.0,0.0,77.0,16.0,30.0,28.0,0.0,74.0,28.0,66.0,26.0,0.0,120.0,521.0,1840.0,458.0,0.0,2819.0,5.0,17.0,3.0,0.0,25.0,30.0,28.0,10.0,0.0,68.0,1.0,7.0,2.0,0.0,10.0,3.0,5.0,7.0,0.0,15.0,31.0,62.0,10.0,0.0,103.0,154.0,510.0,404.0,0.0,1068.0,4.0,5.0,9.0,0.0,18.0,8585.0,67.6
2655,South Jackson,Jackson,8012.0,4.0,3.0,3.0,0.0,10.0,5.0,7.0,4.0,0.0,16.0,349.0,1396.0,376.0,1.0,2122.0,2.0,8.0,4.0,0.0,14.0,15.0,31.0,10.0,0.0,56.0,3.0,4.0,3.0,0.0,10.0,14.0,25.0,4.0,0.0,43.0,29.0,81.0,55.0,0.0,165.0,8.0,20.0,10.0,0.0,38.0,20.0,32.0,5.0,0.0,57.0,9.0,20.0,9.0,0.0,38.0,18.0,51.0,34.0,0.0,103.0,402.0,1098.0,301.0,0.0,1801.0,2.0,10.0,6.0,0.0,18.0,21.0,15.0,1.0,0.0,37.0,4.0,1.0,2.0,0.0,7.0,0.0,1.0,8.0,0.0,9.0,13.0,34.0,9.0,0.0,56.0,126.0,372.0,353.0,0.0,851.0,2.0,6.0,5.0,0.0,13.0,5464.0,68.2
2654,West Jackson,Jackson,14977.0,9.0,15.0,6.0,0.0,30.0,3.0,13.0,9.0,0.0,25.0,622.0,3155.0,693.0,0.0,4470.0,6.0,20.0,13.0,0.0,39.0,31.0,97.0,22.0,0.0,150.0,5.0,14.0,3.0,0.0,22.0,35.0,79.0,23.0,1.0,138.0,52.0,166.0,102.0,0.0,320.0,16.0,41.0,20.0,0.0,77.0,27.0,60.0,12.0,0.0,99.0,19.0,45.0,29.0,0.0,93.0,33.0,89.0,63.0,0.0,185.0,632.0,2858.0,617.0,1.0,4108.0,12.0,35.0,11.0,0.0,58.0,28.0,45.0,18.0,0.0,91.0,5.0,11.0,3.0,0.0,19.0,4.0,5.0,9.0,0.0,18.0,28.0,82.0,8.0,0.0,118.0,162.0,699.0,552.0,1.0,1414.0,3.0,15.0,11.0,0.0,29.0,11503.0,76.8
2229,Martin-Burney,Jasper,3976.0,4.0,0.0,3.0,0.0,7.0,2.0,4.0,3.0,0.0,9.0,270.0,568.0,125.0,1.0,964.0,1.0,5.0,1.0,0.0,7.0,24.0,28.0,5.0,0.0,57.0,2.0,1.0,0.0,0.0,3.0,13.0,16.0,6.0,0.0,35.0,7.0,16.0,13.0,0.0,36.0,1.0,3.0,3.0,0.0,7.0,11.0,15.0,2.0,0.0,28.0,4.0,5.0,7.0,0.0,16.0,6.0,15.0,4.0,0.0,25.0,464.0,746.0,192.0,0.0,1402.0,5.0,5.0,0.0,0.0,10.0,10.0,7.0,2.0,0.0,19.0,3.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,13.0,24.0,1.0,0.0,38.0,33.0,93.0,90.0,0.0,216.0,0.0,4.0,3.0,0.0,7.0,2893.0,72.8
2227,Wyatt,Jasper,1940.0,0.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,3.0,162.0,177.0,35.0,0.0,374.0,3.0,0.0,1.0,0.0,4.0,15.0,8.0,1.0,0.0,24.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,9.0,13.0,10.0,16.0,0.0,39.0,3.0,2.0,7.0,0.0,12.0,6.0,8.0,0.0,1.0,15.0,4.0,5.0,2.0,0.0,11.0,1.0,6.0,5.0,0.0,12.0,239.0,282.0,94.0,0.0,615.0,1.0,2.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,7.0,8.0,1.0,0.0,16.0,61.0,52.0,78.0,1.0,192.0,1.0,0.0,1.0,0.0,2.0,1344.0,69.3
2228,Monticello,Jasper,4516.0,0.0,3.0,1.0,0.0,4.0,1.0,7.0,7.0,0.0,15.0,94.0,579.0,127.0,4.0,804.0,2.0,2.0,1.0,0.0,5.0,3.0,16.0,7.0,1.0,27.0,3.0,5.0,0.0,0.0,8.0,5.0,13.0,0.0,0.0,18.0,35.0,77.0,33.0,0.0,145.0,6.0,23.0,12.0,0.0,41.0,1.0,19.0,2.0,0.0,22.0,9.0,22.0,21.0,0.0,52.0,5.0,35.0,14.0,0.0,54.0,154.0,860.0,211.0,4.0,1229.0,2.0,9.0,2.0,0.0,13.0,5.0,9.0,1.0,0.0,15.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,3.0,6.0,12.0,1.0,0.0,19.0,106.0,378.0,324.0,2.0,810.0,0.0,7.0,5.0,0.0,12.0,3300.0,73.1
718,Blackburn 2,Jeff Davis,722.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,51.0,95.0,18.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,64.0,95.0,20.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,51.0,10.0,0.0,102.0,4.0,8.0,9.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,503.0,69.7
719,Whitehead 1,Jeff Davis,988.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,6.0,46.0,135.0,29.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,11.0,2.0,3.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,8.0,15.0,6.0,0.0,29.0,4.0,4.0,4.0,0.0,12.0,6.0,7.0,2.0,0.0,15.0,0.0,6.0,1.0,0.0,7.0,3.0,3.0,1.0,0.0,7.0,27.0,121.0,31.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0,49.0,3.0,0.0,67.0,13.0,34.0,25.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,630.0,63.8
720,Whitehead 2,Jeff Davis,642.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,75.0,80.0,25.0,0.0,180.0,1.0,1.0,0.0,0.0,2.0,8.0,2.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,0.0,4.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,68.0,77.0,19.0,0.0,164.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,38.0,2.0,0.0,62.0,9.0,2.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,466.0,72.6
721,Ocmulgee 1,Jeff Davis,1399.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,66.0,232.0,35.0,0.0,333.0,2.0,1.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,13.0,2.0,2.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,6.0,6.0,14.0,2.0,0.0,22.0,3.0,6.0,1.0,0.0,10.0,3.0,9.0,1.0,0.0,13.0,4.0,2.0,1.0,0.0,7.0,2.0,6.0,4.0,0.0,12.0,58.0,187.0,53.0,0.0,298.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,36.0,83.0,7.0,0.0,126.0,23.0,32.0,19.0,0.0,74.0,0.0,1.0,0.0,0.0,1.0,940.0,67.2
722,Ocmulgee 2,Jeff Davis,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,45.0,67.0,9.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,6.0,5.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,4.0,35.0,41.0,16.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,6.0,0.0,34.0,7.0,21.0,22.0,0.0,50.0,1.0,0.0,0.0,0.0,1.0,336.0,67.3
