,Precinct,County,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,calc_participation
923,W T Adams Fire Sta 18,Laurens,2090.0,381.0,606.0,159.0,0.0,1146.0,98.0,211.0,178.0,1.0,488.0,4.0,10.0,9.0,0.0,23.0,1657.0,79.3
922,Rural Fire Sta 17,Laurens,2344.0,491.0,517.0,170.0,0.0,1178.0,104.0,148.0,126.0,0.0,378.0,13.0,17.0,6.0,0.0,36.0,1592.0,67.9
921,Minter,Laurens,937.0,352.0,182.0,89.0,1.0,624.0,16.0,12.0,16.0,0.0,44.0,3.0,1.0,2.0,0.0,6.0,674.0,71.9
917,Brewton,Laurens,1739.0,462.0,335.0,115.0,1.0,913.0,73.0,97.0,73.0,0.0,243.0,7.0,8.0,1.0,0.0,16.0,1172.0,67.4
916,Cadwell,Laurens,749.0,294.0,126.0,50.0,1.0,471.0,33.0,26.0,17.0,0.0,76.0,7.0,0.0,2.0,0.0,9.0,556.0,74.2
920,Harvard,Laurens,406.0,97.0,40.0,26.0,0.0,163.0,53.0,34.0,30.0,0.0,117.0,4.0,1.0,0.0,0.0,5.0,285.0,70.2
911,FBC-FLC,Laurens,4180.0,334.0,1139.0,447.0,0.0,1920.0,174.0,548.0,363.0,1.0,1086.0,12.0,20.0,19.0,0.0,51.0,3057.0,73.1
912,Calhoun Park,Laurens,6053.0,205.0,474.0,213.0,0.0,892.0,494.0,958.0,824.0,0.0,2276.0,31.0,40.0,29.0,0.0,100.0,3268.0,54.0
913,Fire Dept Sta 5,Laurens,3672.0,509.0,1204.0,342.0,0.0,2055.0,135.0,387.0,217.0,0.0,739.0,16.0,15.0,12.0,0.0,43.0,2837.0,77.3
914,Buckeye,Laurens,1047.0,209.0,127.0,55.0,0.0,391.0,86.0,102.0,133.0,0.0,321.0,4.0,4.0,2.0,0.0,10.0,722.0,69.0
919,Hampton Mill,Laurens,1772.0,652.0,369.0,138.0,0.0,1159.0,83.0,44.0,56.0,0.0,183.0,8.0,7.0,1.0,0.0,16.0,1358.0,76.6
915,Burch,Laurens,422.0,160.0,45.0,37.0,0.0,242.0,20.0,13.0,34.0,0.0,67.0,6.0,0.0,1.0,0.0,7.0,316.0,74.9
825,Chokee,Lee,475.0,83.0,82.0,19.0,0.0,184.0,42.0,42.0,72.0,0.0,156.0,1.0,1.0,1.0,0.0,3.0,343.0,72.2
830,Friendship Baptist,Lee,1376.0,216.0,516.0,66.0,0.0,798.0,31.0,112.0,36.0,0.0,179.0,5.0,4.0,3.0,0.0,12.0,989.0,71.9
831,First Baptist,Lee,3921.0,504.0,1397.0,249.0,0.0,2150.0,141.0,498.0,255.0,1.0,895.0,20.0,25.0,12.0,0.0,57.0,3102.0,79.1
832,SDA Church,Lee,1576.0,267.0,536.0,99.0,0.0,902.0,60.0,171.0,80.0,0.0,311.0,6.0,9.0,1.0,0.0,16.0,1229.0,78.0
829,Leesburg,Lee,3313.0,364.0,1032.0,137.0,1.0,1534.0,128.0,381.0,139.0,0.0,648.0,18.0,21.0,5.0,0.0,44.0,2226.0,67.2
828,CJC,Lee,614.0,128.0,263.0,30.0,0.0,421.0,8.0,39.0,17.0,0.0,64.0,3.0,3.0,0.0,0.0,6.0,491.0,80.0
834,Century Fire Station,Lee,3162.0,306.0,990.0,183.0,1.0,1480.0,144.0,428.0,181.0,0.0,753.0,12.0,20.0,9.0,0.0,41.0,2274.0,71.9
826,Redbone,Lee,4841.0,684.0,1759.0,261.0,2.0,2706.0,137.0,358.0,198.0,1.0,694.0,26.0,25.0,11.0,0.0,62.0,3462.0,71.5
827,Smithville,Lee,998.0,111.0,240.0,41.0,0.0,392.0,105.0,96.0,66.0,0.0,267.0,3.0,7.0,1.0,0.0,11.0,670.0,67.1
833,Flint Reformed Baptist,Lee,2621.0,326.0,866.0,103.0,0.0,1295.0,93.0,251.0,113.0,0.0,457.0,8.0,9.0,4.0,0.0,21.0,1773.0,67.6
1529,Walthourville,Liberty,3016.0,89.0,265.0,72.0,0.0,426.0,150.0,790.0,345.0,0.0,1285.0,20.0,20.0,15.0,0.0,55.0,1766.0,58.6
1528,Liberty County Complex,Liberty,4379.0,214.0,990.0,161.0,0.0,1365.0,132.0,926.0,534.0,0.0,1592.0,11.0,32.0,17.0,0.0,60.0,3017.0,68.9
1522,Lyman Hall School,Liberty,4542.0,126.0,343.0,115.0,1.0,585.0,268.0,915.0,561.0,0.0,1744.0,32.0,43.0,22.0,0.0,97.0,2426.0,53.4
1523,Lewis Frasier School,Liberty,4317.0,150.0,658.0,197.0,0.0,1005.0,204.0,1007.0,581.0,0.0,1792.0,12.0,31.0,22.0,0.0,65.0,2862.0,66.3
1521,Riceboro Youth Center,Liberty,1083.0,30.0,108.0,21.0,0.0,159.0,101.0,319.0,200.0,0.0,620.0,2.0,6.0,2.0,0.0,10.0,789.0,72.9
1525,Button Gwinnett,Liberty,2304.0,76.0,90.0,39.0,0.0,205.0,72.0,134.0,95.0,0.0,301.0,10.0,14.0,16.0,0.0,40.0,546.0,23.7
1526,Town of Allenhurst,Liberty,2398.0,85.0,225.0,78.0,0.0,388.0,157.0,701.0,337.0,0.0,1195.0,9.0,19.0,12.0,0.0,40.0,1623.0,67.7
1533,Hinesville Lodge 271,Liberty,2646.0,97.0,229.0,94.0,0.0,420.0,161.0,564.0,347.0,0.0,1072.0,16.0,31.0,15.0,0.0,62.0,1554.0,58.7
1532,Gum Branch,Liberty,3193.0,261.0,486.0,115.0,0.0,862.0,102.0,459.0,297.0,1.0,859.0,15.0,27.0,15.0,0.0,57.0,1778.0,55.7
1531,Fleming East,Liberty,3239.0,347.0,954.0,193.0,1.0,1495.0,88.0,324.0,211.0,0.0,623.0,13.0,23.0,12.0,0.0,48.0,2166.0,66.9
1530,Fleming West,Liberty,505.0,27.0,51.0,16.0,0.0,94.0,39.0,122.0,90.0,0.0,251.0,1.0,2.0,1.0,0.0,4.0,349.0,69.1
1524,Memorial Dr East,Liberty,1976.0,45.0,128.0,50.0,1.0,224.0,108.0,416.0,273.0,2.0,799.0,12.0,11.0,10.0,0.0,33.0,1056.0,53.4
1527,Hinesville,Liberty,1984.0,77.0,339.0,99.0,0.0,515.0,86.0,328.0,191.0,0.0,605.0,9.0,15.0,15.0,0.0,39.0,1159.0,58.4
744,Midway,Lincoln,587.0,100.0,160.0,44.0,0.0,304.0,29.0,31.0,63.0,0.0,123.0,2.0,2.0,2.0,0.0,6.0,433.0,73.8
745,Lincoln Club House,Lincoln,799.0,70.0,132.0,26.0,0.0,228.0,59.0,119.0,148.0,2.0,328.0,0.0,0.0,2.0,0.0,2.0,558.0,69.8
746,Lincoln Center,Lincoln,1489.0,174.0,555.0,125.0,0.0,854.0,46.0,108.0,92.0,0.0,246.0,7.0,10.0,4.0,0.0,21.0,1121.0,75.3
747,Faith Temple of Lincoln,Lincoln,489.0,78.0,119.0,28.0,0.0,225.0,21.0,54.0,51.0,0.0,126.0,0.0,5.0,4.0,0.0,9.0,360.0,73.6
748,Tabernacle,Lincoln,1003.0,127.0,239.0,53.0,0.0,419.0,61.0,103.0,135.0,0.0,299.0,4.0,8.0,5.0,0.0,17.0,735.0,73.3
749,Bethany Church,Lincoln,575.0,113.0,171.0,48.0,0.0,332.0,13.0,33.0,26.0,0.0,72.0,1.0,2.0,5.0,0.0,8.0,412.0,71.7
750,Martins Crossroad,Lincoln,1234.0,239.0,440.0,97.0,1.0,777.0,24.0,73.0,80.0,0.0,177.0,8.0,9.0,3.0,0.0,20.0,974.0,78.9
1668,Beards Creek,Long,1539.0,201.0,248.0,46.0,1.0,496.0,96.0,146.0,88.0,1.0,331.0,10.0,4.0,6.0,0.0,20.0,847.0,55.0
1669,Rye Patch/Oak Dale,Long,3131.0,327.0,622.0,73.0,4.0,1026.0,82.0,367.0,148.0,1.0,598.0,23.0,24.0,5.0,0.0,52.0,1676.0,53.5
1670,South Ludowici,Long,1392.0,83.0,203.0,25.0,0.0,311.0,74.0,176.0,77.0,3.0,330.0,5.0,6.0,3.0,0.0,14.0,655.0,47.1
1671,North Ludowici,Long,2281.0,150.0,390.0,54.0,3.0,597.0,95.0,314.0,112.0,0.0,521.0,18.0,20.0,7.0,0.0,45.0,1163.0,51.0
1672,Tibet,Long,920.0,147.0,262.0,26.0,0.0,435.0,21.0,56.0,17.0,0.0,94.0,4.0,7.0,2.0,0.0,13.0,542.0,58.9
1673,Alma Flournoy,Long,298.0,65.0,94.0,7.0,1.0,167.0,9.0,13.0,14.0,1.0,37.0,0.0,3.0,0.0,0.0,3.0,207.0,69.5
1674,Faith Baptist Annex,Long,909.0,95.0,235.0,27.0,0.0,357.0,15.0,75.0,28.0,0.0,118.0,2.0,12.0,1.0,1.0,16.0,491.0,54.0
2050,VSU UC # 2,Lowndes,318.0,6.0,9.0,0.0,0.0,15.0,41.0,51.0,10.0,2.0,104.0,2.0,0.0,0.0,0.0,2.0,121.0,38.1
2043,Northside,Lowndes,17467.0,734.0,4447.0,948.0,31.0,6160.0,508.0,2454.0,1398.0,68.0,4428.0,59.0,127.0,54.0,4.0,244.0,10832.0,62.0
2044,Naylor,Lowndes,1291.0,227.0,333.0,53.0,1.0,614.0,58.0,175.0,76.0,0.0,309.0,4.0,10.0,2.0,0.0,16.0,939.0,72.7
2045,Rainwater,Lowndes,9877.0,596.0,2897.0,584.0,26.0,4103.0,299.0,1301.0,656.0,24.0,2280.0,35.0,62.0,19.0,2.0,118.0,6501.0,65.8
2046,Mildred,Lowndes,4283.0,49.0,222.0,50.0,6.0,327.0,339.0,839.0,536.0,16.0,1730.0,10.0,25.0,8.0,0.0,43.0,2100.0,49.0
2047,Clyattville,Lowndes,4755.0,629.0,1226.0,247.0,11.0,2113.0,146.0,364.0,261.0,7.0,778.0,15.0,28.0,9.0,3.0,55.0,2946.0,62.0
2048,Dasher,Lowndes,4255.0,618.0,1478.0,250.0,19.0,2365.0,74.0,267.0,137.0,2.0,480.0,22.0,22.0,10.0,0.0,54.0,2899.0,68.1
2049,S Lowndes,Lowndes,3967.0,702.0,1156.0,235.0,14.0,2107.0,147.0,275.0,199.0,4.0,625.0,18.0,20.0,7.0,2.0,47.0,2779.0,70.1
2051,Jaycee Shack,Lowndes,6273.0,108.0,428.0,119.0,7.0,662.0,367.0,1535.0,700.0,37.0,2639.0,16.0,45.0,12.0,2.0,75.0,3376.0,53.8
2041,Hahira Train Depot,Lowndes,5526.0,860.0,1863.0,303.0,4.0,3030.0,162.0,456.0,208.0,4.0,830.0,25.0,42.0,6.0,3.0,76.0,3936.0,71.2
2042,Trinity,Lowndes,10900.0,633.0,2305.0,476.0,21.0,3435.0,395.0,1807.0,876.0,18.0,3096.0,56.0,104.0,53.0,1.0,214.0,6745.0,61.9
2053,Mt Calvary,Lowndes,4447.0,44.0,87.0,34.0,9.0,174.0,205.0,869.0,334.0,52.0,1460.0,11.0,35.0,6.0,5.0,57.0,1691.0,38.0
2052,Northgate Assembly,Lowndes,1997.0,93.0,352.0,58.0,12.0,515.0,45.0,224.0,88.0,8.0,365.0,9.0,12.0,4.0,2.0,27.0,907.0,45.4
1220,Dahlonega,Lumpkin,22407.0,1973.0,7993.0,1974.0,1.0,11941.0,303.0,1492.0,1131.0,0.0,2926.0,122.0,275.0,99.0,0.0,496.0,15363.0,68.6
965,Montezuma #5,Macon,1357.0,18.0,160.0,21.0,0.0,199.0,153.0,322.0,170.0,0.0,645.0,5.0,5.0,5.0,0.0,15.0,859.0,63.3
964,Montezuma #4,Macon,1597.0,55.0,270.0,33.0,0.0,358.0,124.0,352.0,193.0,0.0,669.0,4.0,10.0,6.0,0.0,20.0,1047.0,65.6
962,Oglethorpe,Macon,1294.0,53.0,277.0,17.0,0.0,347.0,83.0,309.0,102.0,0.0,494.0,3.0,10.0,3.0,0.0,16.0,857.0,66.2
961,Ideal,Macon,1399.0,126.0,360.0,34.0,0.0,520.0,91.0,224.0,78.0,0.0,393.0,4.0,9.0,3.0,0.0,16.0,929.0,66.4
963,Marshallville,Macon,1344.0,96.0,234.0,33.0,0.0,363.0,218.0,188.0,120.0,0.0,526.0,6.0,5.0,1.0,0.0,12.0,901.0,67.0
1426,Collins,Madison,647.0,191.0,161.0,44.0,0.0,396.0,13.0,23.0,19.0,0.0,55.0,4.0,7.0,0.0,0.0,11.0,462.0,71.4
1425,Colbert,Madison,3342.0,452.0,982.0,223.0,0.0,1657.0,144.0,321.0,215.0,0.0,680.0,20.0,13.0,17.0,0.0,50.0,2387.0,71.4
1427,Comer,Madison,1441.0,235.0,372.0,88.0,0.0,695.0,91.0,127.0,140.0,0.0,358.0,10.0,6.0,10.0,0.0,26.0,1079.0,74.9
1428,Danielsville,Madison,3003.0,281.0,1189.0,269.0,0.0,1739.0,49.0,171.0,132.0,0.0,352.0,20.0,18.0,11.0,0.0,49.0,2140.0,71.3
1435,Pittman,Madison,1949.0,359.0,555.0,208.0,0.0,1122.0,66.0,115.0,103.0,0.0,284.0,14.0,10.0,8.0,0.0,32.0,1438.0,73.8
1434,Paoli,Madison,267.0,104.0,65.0,22.0,0.0,191.0,9.0,8.0,10.0,0.0,27.0,0.0,0.0,1.0,0.0,1.0,219.0,82.0
1433,Mill,Madison,1646.0,320.0,596.0,132.0,1.0,1049.0,36.0,69.0,64.0,0.0,169.0,8.0,6.0,6.0,0.0,20.0,1238.0,75.2
1436,Poca,Madison,1127.0,275.0,304.0,98.0,0.0,677.0,25.0,44.0,44.0,0.0,113.0,14.0,10.0,7.0,0.0,31.0,821.0,72.8
1431,Hull,Madison,4376.0,531.0,1062.0,351.0,1.0,1945.0,209.0,446.0,286.0,1.0,942.0,30.0,30.0,16.0,0.0,76.0,2963.0,67.7
1430,Harrison,Madison,610.0,236.0,146.0,57.0,0.0,439.0,8.0,19.0,6.0,0.0,33.0,3.0,4.0,2.0,0.0,9.0,481.0,78.9
1429,Fork,Madison,566.0,159.0,78.0,21.0,0.0,258.0,31.0,58.0,43.0,0.0,132.0,6.0,4.0,2.0,0.0,12.0,402.0,71.0
1432,Ila,Madison,1746.0,293.0,529.0,146.0,0.0,968.0,40.0,54.0,64.0,0.0,158.0,11.0,19.0,12.0,0.0,42.0,1168.0,66.9
1292,Pineknot,Marion,971.0,295.0,228.0,60.0,0.0,583.0,14.0,31.0,28.0,0.0,73.0,8.0,5.0,1.0,0.0,14.0,670.0,69.0
1294,Tazewell,Marion,320.0,100.0,94.0,14.0,0.0,208.0,13.0,9.0,17.0,0.0,39.0,6.0,2.0,1.0,0.0,9.0,256.0,80.0
1293,Buena Vista,Marion,2343.0,91.0,524.0,127.0,0.0,742.0,167.0,494.0,340.0,0.0,1001.0,7.0,22.0,7.0,0.0,36.0,1779.0,75.9
1296,Fort Perry,Marion,883.0,172.0,220.0,68.0,0.0,460.0,26.0,46.0,35.0,0.0,107.0,8.0,6.0,4.0,0.0,18.0,585.0,66.3
1295,Brantley,Marion,396.0,66.0,156.0,33.0,0.0,255.0,12.0,15.0,20.0,0.0,47.0,3.0,3.0,1.0,0.0,7.0,309.0,78.0
1988,136,McDuffie,1940.0,39.0,119.0,33.0,0.0,191.0,152.0,379.0,308.0,0.0,839.0,8.0,16.0,7.0,0.0,31.0,1061.0,54.7
1987,135,McDuffie,3089.0,174.0,1048.0,232.0,0.0,1454.0,88.0,388.0,198.0,0.0,674.0,4.0,26.0,7.0,0.0,37.0,2165.0,70.1
1986,134,McDuffie,1908.0,62.0,385.0,82.0,0.0,529.0,109.0,356.0,321.0,0.0,786.0,4.0,9.0,4.0,0.0,17.0,1332.0,69.8
1985,133B,McDuffie,1959.0,193.0,728.0,125.0,0.0,1046.0,47.0,156.0,104.0,0.0,307.0,9.0,30.0,3.0,0.0,42.0,1395.0,71.2
1984,133A,McDuffie,1278.0,106.0,402.0,75.0,0.0,583.0,36.0,119.0,90.0,0.0,245.0,4.0,9.0,3.0,0.0,16.0,844.0,66.0
1990,139,McDuffie,978.0,71.0,315.0,64.0,0.0,450.0,27.0,133.0,92.0,0.0,252.0,6.0,4.0,6.0,0.0,16.0,718.0,73.4
1982,131,McDuffie,1172.0,15.0,102.0,37.0,0.0,154.0,84.0,287.0,207.0,0.0,578.0,1.0,8.0,2.0,0.0,11.0,743.0,63.4
1989,137,McDuffie,1202.0,71.0,578.0,112.0,0.0,761.0,19.0,86.0,63.0,0.0,168.0,6.0,9.0,2.0,0.0,17.0,946.0,78.7
1983,132,McDuffie,1507.0,110.0,770.0,150.0,0.0,1030.0,12.0,51.0,56.0,0.0,119.0,5.0,8.0,4.0,0.0,17.0,1166.0,77.4
1145,Darien,McIntosh,2441.0,121.0,693.0,220.0,0.0,1034.0,69.0,357.0,186.0,0.0,612.0,6.0,20.0,5.0,0.0,31.0,1677.0,68.7
1146,South Newport,McIntosh,2095.0,295.0,652.0,253.0,1.0,1201.0,49.0,185.0,162.0,0.0,396.0,15.0,12.0,9.0,0.0,36.0,1633.0,77.9
1147,North Darien,McIntosh,2157.0,187.0,614.0,133.0,0.0,934.0,95.0,261.0,154.0,0.0,510.0,11.0,11.0,9.0,0.0,31.0,1475.0,68.4
1144,Crescent,McIntosh,1982.0,120.0,302.0,77.0,0.0,499.0,180.0,415.0,237.0,0.0,832.0,13.0,11.0,8.0,0.0,32.0,1363.0,68.8
1143,Townsend,McIntosh,564.0,75.0,97.0,118.0,0.0,290.0,18.0,42.0,58.0,0.0,118.0,4.0,0.0,1.0,0.0,5.0,413.0,73.2
1142,Sapelo Island,McIntosh,53.0,2.0,6.0,1.0,0.0,9.0,13.0,6.0,11.0,0.0,30.0,2.0,0.0,0.0,0.0,2.0,41.0,77.4
779,Gill II,Meriwether,1000.0,37.0,76.0,29.0,0.0,142.0,151.0,157.0,196.0,0.0,504.0,2.0,3.0,5.0,0.0,10.0,656.0,65.6
780,Odessadale,Meriwether,296.0,33.0,82.0,26.0,0.0,141.0,34.0,16.0,36.0,1.0,87.0,0.0,0.0,1.0,0.0,1.0,229.0,77.4
781,Greenville,Meriwether,2009.0,108.0,463.0,113.0,0.0,684.0,99.0,348.0,186.0,1.0,634.0,9.0,13.0,4.0,0.0,26.0,1344.0,66.9
782,Lone Oak,Meriwether,1263.0,157.0,269.0,62.0,0.0,488.0,92.0,152.0,162.0,0.0,406.0,3.0,6.0,2.0,0.0,11.0,905.0,71.7
783,Luthersville,Meriwether,2760.0,380.0,612.0,161.0,0.0,1153.0,167.0,278.0,222.0,0.0,667.0,13.0,12.0,7.0,0.0,32.0,1852.0,67.1
784,Alvaton,Meriwether,1528.0,242.0,354.0,107.0,1.0,704.0,117.0,122.0,127.0,2.0,368.0,10.0,6.0,3.0,0.0,19.0,1091.0,71.4
785,Gay,Meriwether,411.0,83.0,106.0,29.0,0.0,218.0,19.0,17.0,34.0,0.0,70.0,6.0,2.0,3.0,0.0,11.0,299.0,72.7
786,Woodbury,Meriwether,1363.0,152.0,263.0,84.0,0.0,499.0,165.0,148.0,127.0,0.0,440.0,8.0,6.0,7.0,0.0,21.0,960.0,70.4
787,Warm Springs,Meriwether,1161.0,176.0,279.0,87.0,1.0,543.0,99.0,108.0,59.0,0.0,266.0,5.0,5.0,3.0,0.0,13.0,822.0,70.8
788,Durand,Meriwether,730.0,157.0,142.0,49.0,0.0,348.0,46.0,72.0,54.0,0.0,172.0,1.0,3.0,5.0,0.0,9.0,529.0,72.5
789,Raleigh,Meriwether,501.0,110.0,159.0,37.0,0.0,306.0,17.0,25.0,22.0,0.0,64.0,1.0,7.0,1.0,0.0,9.0,379.0,75.6
778,Gill I,Meriwether,1662.0,268.0,340.0,142.0,0.0,750.0,148.0,123.0,127.0,1.0,399.0,17.0,6.0,6.0,0.0,29.0,1178.0,70.9
790,Cove,Meriwether,202.0,90.0,28.0,29.0,0.0,147.0,6.0,2.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,160.0,79.2
777,Chalybeate,Meriwether,451.0,171.0,108.0,30.0,0.0,309.0,17.0,7.0,21.0,0.0,45.0,3.0,1.0,0.0,0.0,4.0,358.0,79.4
1534,Colquitt-Miller,Miller,3912.0,525.0,1258.0,262.0,2.0,2047.0,166.0,321.0,200.0,0.0,687.0,14.0,21.0,12.0,0.0,47.0,2781.0,71.1
809,Camilla North,Mitchell,1996.0,46.0,187.0,35.0,0.0,268.0,190.0,399.0,364.0,0.0,953.0,3.0,6.0,6.0,0.0,15.0,1236.0,61.9
807,Baconton,Mitchell,1129.0,151.0,206.0,39.0,0.0,396.0,97.0,123.0,103.0,0.0,323.0,9.0,3.0,1.0,0.0,13.0,732.0,64.8
808,Branchville,Mitchell,599.0,169.0,185.0,25.0,0.0,379.0,12.0,39.0,29.0,0.0,80.0,3.0,3.0,0.0,0.0,6.0,465.0,77.6
811,Cotton,Mitchell,399.0,180.0,72.0,31.0,0.0,283.0,13.0,6.0,9.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,311.0,77.9
814,Lester,Mitchell,1357.0,269.0,321.0,91.0,0.0,681.0,36.0,52.0,82.0,1.0,171.0,6.0,4.0,2.0,0.0,12.0,864.0,63.7
815,Pebble City,Mitchell,162.0,66.0,26.0,18.0,0.0,110.0,7.0,7.0,1.0,0.0,15.0,2.0,0.0,0.0,0.0,2.0,127.0,78.4
816,Pelham,Mitchell,3489.0,224.0,671.0,184.0,0.0,1079.0,241.0,402.0,390.0,1.0,1034.0,12.0,11.0,6.0,0.0,29.0,2142.0,61.4
817,Sale City,Mitchell,384.0,140.0,47.0,23.0,0.0,210.0,21.0,22.0,18.0,0.0,61.0,2.0,0.0,0.0,0.0,2.0,273.0,71.1
810,Camilla South,Mitchell,3475.0,119.0,868.0,218.0,0.0,1205.0,163.0,555.0,396.0,3.0,1117.0,6.0,22.0,9.0,0.0,37.0,2359.0,67.9
813,Hinsonton,Mitchell,134.0,78.0,16.0,3.0,0.0,97.0,2.0,5.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,110.0,82.1
812,Hopeful,Mitchell,350.0,97.0,91.0,23.0,2.0,213.0,12.0,12.0,13.0,0.0,37.0,0.0,1.0,1.0,0.0,2.0,252.0,72.0
1244,Middlebrooks,Monroe,1319.0,203.0,534.0,62.0,0.0,799.0,31.0,99.0,40.0,0.0,170.0,6.0,10.0,2.0,0.0,18.0,987.0,74.8
1236,Cabaniss,Monroe,800.0,187.0,184.0,27.0,1.0,399.0,44.0,75.0,32.0,0.0,151.0,7.0,5.0,5.0,0.0,17.0,567.0,70.9
1235,Burgays,Monroe,2268.0,425.0,931.0,176.0,3.0,1535.0,43.0,195.0,97.0,1.0,336.0,8.0,8.0,6.0,0.0,22.0,1893.0,83.5
1234,Brantleys,Monroe,1123.0,216.0,516.0,58.0,0.0,790.0,17.0,78.0,29.0,0.0,124.0,9.0,6.0,3.0,0.0,18.0,932.0,83.0
1233,Bentons,Monroe,2297.0,332.0,943.0,175.0,1.0,1451.0,46.0,201.0,125.0,0.0,372.0,17.0,14.0,7.0,0.0,38.0,1861.0,81.0
1239,Dillards,Monroe,996.0,144.0,372.0,35.0,0.0,551.0,25.0,71.0,37.0,0.0,133.0,3.0,5.0,0.0,0.0,8.0,692.0,69.5
1240,Evers,Monroe,2127.0,259.0,867.0,122.0,0.0,1248.0,57.0,184.0,75.0,0.0,316.0,17.0,17.0,7.0,0.0,41.0,1605.0,75.5
1241,Forsyth,Monroe,4640.0,206.0,985.0,150.0,0.0,1341.0,191.0,913.0,557.0,0.0,1661.0,13.0,31.0,13.0,0.0,57.0,3059.0,65.9
1242,High Falls,Monroe,1994.0,327.0,597.0,103.0,1.0,1028.0,51.0,98.0,67.0,0.0,216.0,12.0,12.0,3.0,0.0,27.0,1271.0,63.7
1243,Kelseys,Monroe,722.0,113.0,147.0,32.0,0.0,292.0,37.0,130.0,73.0,0.0,240.0,4.0,2.0,3.0,0.0,9.0,541.0,74.9
1245,Proctors,Monroe,1214.0,216.0,315.0,55.0,0.0,586.0,59.0,95.0,42.0,0.0,196.0,9.0,11.0,2.0,0.0,22.0,804.0,66.2
1246,Russellville,Monroe,466.0,133.0,127.0,17.0,0.0,277.0,22.0,17.0,13.0,0.0,52.0,2.0,1.0,0.0,0.0,3.0,332.0,71.2
1237,Cox,Monroe,718.0,135.0,267.0,19.0,0.0,421.0,32.0,54.0,42.0,0.0,128.0,3.0,5.0,2.0,0.0,10.0,559.0,77.9
1238,Culloden,Monroe,454.0,109.0,73.0,29.0,0.0,211.0,46.0,34.0,29.0,1.0,110.0,2.0,0.0,2.0,0.0,4.0,325.0,71.6
691,Uvalda,Montgomery,911.0,191.0,193.0,51.0,0.0,435.0,53.0,63.0,53.0,0.0,169.0,8.0,2.0,2.0,0.0,12.0,616.0,67.6
690,Tarrytown,Montgomery,333.0,115.0,96.0,33.0,0.0,244.0,9.0,3.0,3.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0,260.0,78.1
689,Mount Vernon,Montgomery,1444.0,151.0,335.0,76.0,0.0,562.0,102.0,163.0,99.0,0.0,364.0,8.0,5.0,5.0,0.0,18.0,944.0,65.4
688,Kibbee,Montgomery,532.0,157.0,147.0,56.0,0.0,360.0,12.0,11.0,15.0,0.0,38.0,2.0,2.0,1.0,0.0,5.0,403.0,75.8
685,Ailey,Montgomery,431.0,68.0,153.0,22.0,0.0,243.0,23.0,37.0,32.0,0.0,92.0,1.0,3.0,0.0,0.0,4.0,339.0,78.7
686,Alston,Montgomery,472.0,136.0,147.0,34.0,0.0,317.0,9.0,28.0,12.0,0.0,49.0,4.0,2.0,0.0,0.0,6.0,372.0,78.8
687,Higgston,Montgomery,1340.0,267.0,417.0,82.0,0.0,766.0,43.0,93.0,68.0,0.0,204.0,7.0,9.0,0.0,0.0,16.0,986.0,73.6
2036,West Morgan,Morgan,2655.0,403.0,1130.0,154.0,0.0,1687.0,78.0,204.0,104.0,0.0,386.0,11.0,19.0,9.0,0.0,39.0,2112.0,79.5
2035,Clacks Chapel,Morgan,709.0,136.0,330.0,42.0,0.0,508.0,10.0,45.0,33.0,0.0,88.0,4.0,3.0,0.0,0.0,7.0,603.0,85.0
2034,Central Morgan,Morgan,2761.0,211.0,1136.0,211.0,0.0,1558.0,79.0,316.0,176.0,0.0,571.0,5.0,18.0,15.0,0.0,38.0,2167.0,78.5
2033,Beth/Springfield,Morgan,862.0,139.0,338.0,70.0,0.0,547.0,27.0,44.0,61.0,0.0,132.0,5.0,3.0,4.0,0.0,12.0,691.0,80.2
2032,East Morgan,Morgan,2228.0,426.0,851.0,131.0,2.0,1410.0,56.0,214.0,104.0,0.0,374.0,7.0,19.0,11.0,0.0,37.0,1821.0,81.7
2031,Northeast Morgan,Morgan,2919.0,104.0,735.0,119.0,0.0,958.0,153.0,643.0,350.0,1.0,1147.0,7.0,25.0,14.0,0.0,46.0,2151.0,73.7
2037,North Morgan,Morgan,2690.0,457.0,930.0,203.0,1.0,1591.0,64.0,255.0,134.0,0.0,453.0,20.0,9.0,9.0,0.0,38.0,2082.0,77.4
1933,Carters-Doolittle,Murray,2045.0,466.0,581.0,127.0,0.0,1174.0,47.0,73.0,50.0,0.0,170.0,6.0,12.0,4.0,0.0,22.0,1366.0,66.8
