,Precinct,County,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,calc_participation
2549,Roswell 01,Cobb,5374.0,487.0,1015.0,884.0,1.0,2387.0,175.0,633.0,1333.0,0.0,2141.0,19.0,14.0,28.0,0.0,61.0,4589.0,85.4
2550,Roswell 02,Cobb,3701.0,366.0,634.0,542.0,3.0,1545.0,153.0,432.0,933.0,0.0,1518.0,20.0,9.0,25.0,0.0,54.0,3117.0,84.2
2551,Sandy Plains 01,Cobb,2933.0,295.0,460.0,362.0,0.0,1117.0,160.0,431.0,599.0,2.0,1192.0,19.0,23.0,11.0,0.0,53.0,2362.0,80.5
2552,Shallowford Falls 01,Cobb,3387.0,377.0,617.0,493.0,0.0,1487.0,139.0,423.0,731.0,1.0,1294.0,16.0,15.0,24.0,0.0,55.0,2836.0,83.7
2554,Sewell Mill 01,Cobb,3493.0,335.0,554.0,445.0,0.0,1334.0,172.0,522.0,787.0,0.0,1481.0,12.0,7.0,17.0,0.0,36.0,2851.0,81.6
2498,Mableton 01,Cobb,5127.0,150.0,500.0,391.0,4.0,1045.0,272.0,1166.0,1060.0,0.0,2498.0,9.0,19.0,23.0,0.0,51.0,3594.0,70.1
2514,Marietta 4B,Cobb,2056.0,184.0,273.0,226.0,0.0,683.0,110.0,343.0,377.0,1.0,831.0,9.0,9.0,17.0,0.0,35.0,1549.0,75.3
2496,Lost Mountain 03,Cobb,5387.0,269.0,1658.0,660.0,1.0,2588.0,137.0,866.0,731.0,1.0,1735.0,16.0,25.0,26.0,0.0,67.0,4390.0,81.5
2576,Wade Green 02,Cobb,4718.0,413.0,741.0,450.0,1.0,1605.0,268.0,821.0,770.0,0.0,1859.0,31.0,14.0,25.0,0.0,70.0,3534.0,74.9
2577,Willeo 01,Cobb,2836.0,344.0,514.0,411.0,1.0,1270.0,129.0,341.0,609.0,0.0,1079.0,12.0,11.0,22.0,0.0,45.0,2394.0,84.4
2450,Cheatham Hill 02,Cobb,3085.0,302.0,696.0,410.0,0.0,1408.0,125.0,407.0,529.0,1.0,1062.0,19.0,12.0,14.0,0.0,45.0,2515.0,81.5
2451,Cheatham Hill 03,Cobb,4029.0,310.0,796.0,492.0,1.0,1599.0,155.0,749.0,741.0,0.0,1645.0,11.0,22.0,17.0,0.0,50.0,3294.0,81.8
2452,Chalker 01,Cobb,6065.0,312.0,617.0,419.0,1.0,1349.0,489.0,1160.0,815.0,3.0,2467.0,30.0,19.0,18.0,0.0,67.0,3883.0,64.0
2453,Clarkdale 01,Cobb,1937.0,117.0,208.0,152.0,1.0,478.0,124.0,330.0,308.0,2.0,764.0,3.0,7.0,6.0,0.0,16.0,1258.0,64.9
2575,Vinings 04,Cobb,3405.0,405.0,427.0,462.0,2.0,1296.0,213.0,542.0,595.0,0.0,1350.0,5.0,8.0,16.0,0.0,29.0,2675.0,78.6
2454,Clarkdale 02,Cobb,5372.0,275.0,476.0,277.0,2.0,1030.0,447.0,1278.0,866.0,5.0,2596.0,15.0,14.0,12.0,0.0,41.0,3667.0,68.3
2456,Chestnut Ridge 01,Cobb,3162.0,317.0,596.0,533.0,0.0,1446.0,135.0,392.0,688.0,0.0,1215.0,10.0,6.0,24.0,0.0,40.0,2701.0,85.4
2457,Dickerson 01,Cobb,2828.0,258.0,543.0,402.0,6.0,1209.0,104.0,366.0,679.0,0.0,1149.0,9.0,9.0,16.0,0.0,34.0,2392.0,84.6
2458,Dobbins 01,Cobb,3024.0,109.0,134.0,116.0,7.0,366.0,250.0,426.0,361.0,6.0,1043.0,9.0,7.0,8.0,2.0,26.0,1435.0,47.5
2459,Dobbins 02,Cobb,3984.0,183.0,295.0,132.0,1.0,611.0,367.0,869.0,553.0,7.0,1796.0,23.0,11.0,9.0,0.0,43.0,2450.0,61.5
2460,Dowell 01,Cobb,3197.0,246.0,534.0,291.0,0.0,1071.0,178.0,591.0,612.0,4.0,1385.0,11.0,22.0,21.0,0.0,54.0,2510.0,78.5
2461,Dodgen 01,Cobb,2100.0,237.0,358.0,324.0,2.0,921.0,100.0,275.0,434.0,1.0,810.0,13.0,8.0,20.0,0.0,41.0,1772.0,84.4
2455,Cooper 01,Cobb,5252.0,140.0,320.0,234.0,0.0,694.0,421.0,1248.0,938.0,4.0,2611.0,9.0,7.0,12.0,0.0,28.0,3333.0,63.5
2497,Lost Mountain 04,Cobb,2629.0,257.0,725.0,330.0,1.0,1313.0,62.0,373.0,359.0,0.0,794.0,7.0,12.0,8.0,0.0,27.0,2134.0,81.2
2574,Vinings 03,Cobb,4407.0,158.0,492.0,349.0,3.0,1002.0,242.0,1040.0,952.0,2.0,2236.0,6.0,7.0,19.0,0.0,32.0,3270.0,74.2
2573,Vinings 02,Cobb,6400.0,293.0,609.0,537.0,2.0,1441.0,410.0,1331.0,1217.0,4.0,2962.0,20.0,21.0,33.0,0.0,74.0,4477.0,70.0
2447,Bryant 02,Cobb,6209.0,73.0,110.0,61.0,0.0,244.0,520.0,1493.0,796.0,7.0,2816.0,10.0,11.0,10.0,0.0,31.0,3091.0,49.8
2446,Bryant 01,Cobb,2142.0,30.0,45.0,26.0,0.0,101.0,189.0,711.0,474.0,3.0,1377.0,1.0,7.0,2.0,0.0,10.0,1488.0,69.5
2445,Birney 02,Cobb,3894.0,181.0,402.0,345.0,1.0,929.0,200.0,886.0,880.0,4.0,1970.0,11.0,11.0,5.0,0.0,27.0,2926.0,75.1
2444,Birney 01,Cobb,2727.0,139.0,241.0,255.0,6.0,641.0,217.0,475.0,452.0,8.0,1152.0,9.0,8.0,11.0,0.0,28.0,1821.0,66.8
2443,Baker 01,Cobb,4773.0,350.0,682.0,284.0,3.0,1319.0,299.0,1008.0,671.0,6.0,1984.0,24.0,25.0,16.0,0.0,65.0,3368.0,70.6
2442,Big Shanty 02,Cobb,3236.0,295.0,558.0,376.0,2.0,1231.0,191.0,489.0,547.0,2.0,1229.0,14.0,14.0,10.0,0.0,38.0,2498.0,77.2
2441,Big Shanty 01,Cobb,2385.0,210.0,360.0,251.0,6.0,827.0,151.0,304.0,291.0,1.0,747.0,14.0,7.0,9.0,0.0,30.0,1604.0,67.3
2440,Bells Ferry 04,Cobb,3646.0,456.0,611.0,378.0,1.0,1446.0,198.0,469.0,509.0,4.0,1180.0,31.0,16.0,20.0,0.0,67.0,2693.0,73.9
2439,Bells Ferry 03,Cobb,2436.0,274.0,321.0,171.0,2.0,768.0,186.0,315.0,369.0,1.0,871.0,17.0,13.0,12.0,0.0,42.0,1681.0,69.0
2438,Bells Ferry 02,Cobb,3127.0,312.0,499.0,315.0,1.0,1127.0,163.0,428.0,535.0,1.0,1127.0,22.0,16.0,13.0,0.0,51.0,2305.0,73.7
2437,Austell 1A,Cobb,5329.0,165.0,285.0,186.0,2.0,638.0,380.0,1312.0,981.0,10.0,2683.0,6.0,2.0,9.0,0.0,17.0,3338.0,62.6
2436,Addison 01,Cobb,2444.0,237.0,353.0,340.0,0.0,930.0,131.0,343.0,513.0,3.0,990.0,12.0,12.0,12.0,0.0,36.0,1956.0,80.0
2435,Acworth 1C,Cobb,5110.0,208.0,689.0,285.0,1.0,1183.0,293.0,1107.0,840.0,9.0,2249.0,19.0,28.0,12.0,0.0,59.0,3491.0,68.3
2434,Acworth 1B,Cobb,5214.0,411.0,990.0,538.0,2.0,1941.0,276.0,716.0,686.0,4.0,1682.0,17.0,18.0,20.0,0.0,55.0,3678.0,70.5
2433,Acworth 1A,Cobb,5458.0,260.0,1075.0,584.0,0.0,1919.0,224.0,883.0,927.0,3.0,2037.0,8.0,14.0,26.0,0.0,48.0,4004.0,73.4
2462,Durham 01,Cobb,4256.0,385.0,1339.0,557.0,2.0,2283.0,103.0,537.0,538.0,1.0,1179.0,12.0,18.0,23.0,0.0,53.0,3515.0,82.6
2448,Blackwell 01,Cobb,2698.0,208.0,429.0,267.0,4.0,908.0,188.0,385.0,540.0,0.0,1113.0,21.0,12.0,9.0,0.0,42.0,2063.0,76.5
2463,Davis 01,Cobb,2093.0,310.0,340.0,207.0,0.0,857.0,142.0,293.0,371.0,1.0,807.0,15.0,5.0,20.0,0.0,40.0,1704.0,81.4
2465,Eastside 02,Cobb,4074.0,301.0,689.0,706.0,2.0,1698.0,138.0,510.0,952.0,1.0,1601.0,17.0,21.0,35.0,0.0,73.0,3372.0,82.8
2481,Hightower 01,Cobb,4262.0,371.0,724.0,763.0,0.0,1858.0,127.0,511.0,1002.0,0.0,1640.0,23.0,23.0,32.0,0.0,78.0,3576.0,83.9
2482,Hayes 01,Cobb,4111.0,362.0,1055.0,596.0,1.0,2014.0,131.0,493.0,591.0,1.0,1216.0,16.0,16.0,17.0,0.0,49.0,3279.0,79.8
2483,Kennesaw 1A,Cobb,2499.0,205.0,349.0,189.0,7.0,750.0,200.0,421.0,248.0,7.0,876.0,18.0,13.0,9.0,2.0,42.0,1668.0,66.7
2484,Kennesaw 2A,Cobb,3944.0,312.0,684.0,332.0,1.0,1329.0,212.0,613.0,550.0,4.0,1379.0,16.0,16.0,12.0,0.0,44.0,2752.0,69.8
2485,Kennesaw 3A,Cobb,6477.0,293.0,840.0,417.0,4.0,1554.0,390.0,1290.0,981.0,4.0,2665.0,28.0,29.0,29.0,0.0,86.0,4305.0,66.5
2486,Kennesaw 4A,Cobb,3783.0,238.0,641.0,369.0,3.0,1251.0,197.0,609.0,590.0,0.0,1396.0,10.0,21.0,21.0,0.0,52.0,2699.0,71.3
2487,Kennesaw 5A,Cobb,5855.0,494.0,1021.0,420.0,1.0,1936.0,366.0,1181.0,961.0,1.0,2509.0,28.0,16.0,19.0,0.0,63.0,4508.0,77.0
2488,Kell 01,Cobb,2006.0,295.0,325.0,233.0,0.0,853.0,139.0,220.0,330.0,1.0,690.0,17.0,7.0,19.0,1.0,44.0,1587.0,79.1
2489,Kemp 01,Cobb,1960.0,238.0,488.0,297.0,0.0,1023.0,81.0,212.0,253.0,0.0,546.0,10.0,8.0,10.0,0.0,28.0,1597.0,81.5
2490,Kemp 02,Cobb,4049.0,364.0,830.0,567.0,4.0,1765.0,163.0,616.0,647.0,3.0,1429.0,25.0,18.0,15.0,0.0,58.0,3252.0,80.3
2491,Kemp 03,Cobb,3955.0,491.0,1150.0,543.0,3.0,2187.0,117.0,431.0,457.0,0.0,1005.0,26.0,14.0,15.0,0.0,55.0,3247.0,82.1
2492,Lassiter 01,Cobb,3647.0,415.0,699.0,499.0,0.0,1613.0,150.0,488.0,676.0,2.0,1316.0,22.0,22.0,24.0,0.0,68.0,2997.0,82.2
2493,Lindley 01,Cobb,4797.0,168.0,351.0,250.0,0.0,769.0,284.0,1447.0,1209.0,2.0,2942.0,20.0,14.0,24.0,0.0,58.0,3769.0,78.6
2494,Lost Mountain 01,Cobb,3604.0,189.0,1030.0,491.0,1.0,1711.0,104.0,591.0,564.0,0.0,1259.0,11.0,13.0,16.0,0.0,40.0,3010.0,83.5
2495,Lost Mountain 02,Cobb,4121.0,344.0,1378.0,583.0,0.0,2305.0,118.0,586.0,523.0,0.0,1227.0,17.0,16.0,15.0,0.0,48.0,3580.0,86.9
2480,Harrison 01,Cobb,3122.0,333.0,875.0,457.0,0.0,1665.0,104.0,348.0,364.0,0.0,816.0,25.0,7.0,15.0,0.0,47.0,2528.0,81.0
2464,Eastside 01,Cobb,3040.0,299.0,540.0,494.0,2.0,1335.0,127.0,366.0,705.0,2.0,1200.0,11.0,5.0,18.0,0.0,34.0,2569.0,84.5
2479,Harmony-Leland 01,Cobb,6394.0,135.0,349.0,221.0,0.0,705.0,356.0,1969.0,1487.0,5.0,3817.0,10.0,12.0,22.0,0.0,44.0,4566.0,71.4
2477,Garrison Mill 01,Cobb,2872.0,319.0,556.0,335.0,1.0,1211.0,148.0,403.0,554.0,0.0,1105.0,18.0,12.0,7.0,0.0,37.0,2353.0,81.9
2466,Elizabeth 01,Cobb,4065.0,225.0,327.0,169.0,1.0,722.0,333.0,824.0,560.0,4.0,1721.0,12.0,9.0,17.0,0.0,38.0,2481.0,61.0
2467,Elizabeth 02,Cobb,2434.0,256.0,381.0,383.0,2.0,1022.0,130.0,318.0,414.0,2.0,864.0,6.0,7.0,13.0,0.0,26.0,1912.0,78.6
2468,Elizabeth 03,Cobb,2767.0,302.0,446.0,476.0,2.0,1226.0,127.0,384.0,503.0,0.0,1014.0,20.0,5.0,15.0,0.0,40.0,2280.0,82.4
2469,Elizabeth 04,Cobb,3011.0,242.0,269.0,203.0,1.0,715.0,282.0,479.0,556.0,0.0,1317.0,13.0,10.0,14.0,0.0,37.0,2069.0,68.7
2470,Elizabeth 05,Cobb,2884.0,327.0,444.0,332.0,0.0,1103.0,160.0,395.0,612.0,1.0,1168.0,16.0,6.0,10.0,0.0,32.0,2303.0,79.9
2478,Gritters 01,Cobb,4033.0,433.0,671.0,473.0,1.0,1578.0,248.0,486.0,624.0,1.0,1359.0,24.0,20.0,29.0,0.0,73.0,3010.0,74.6
2472,Fair Oaks 02,Cobb,5779.0,251.0,396.0,304.0,5.0,956.0,495.0,1079.0,970.0,7.0,2551.0,13.0,9.0,10.0,0.0,32.0,3539.0,61.2
2471,East Piedmont 01,Cobb,2627.0,259.0,301.0,221.0,1.0,782.0,203.0,421.0,453.0,0.0,1077.0,12.0,10.0,5.0,0.0,27.0,1886.0,71.8
2474,Fullers Park 01,Cobb,3452.0,341.0,602.0,493.0,0.0,1436.0,158.0,451.0,765.0,0.0,1374.0,12.0,10.0,16.0,0.0,38.0,2848.0,82.5
2475,Ford 01,Cobb,3161.0,307.0,955.0,401.0,1.0,1664.0,87.0,383.0,396.0,0.0,866.0,12.0,10.0,12.0,0.0,34.0,2564.0,81.1
2476,Frey 01,Cobb,2582.0,172.0,812.0,303.0,0.0,1287.0,73.0,343.0,315.0,1.0,732.0,4.0,11.0,11.0,0.0,26.0,2045.0,79.2
2473,Fair Oaks 04,Cobb,5322.0,284.0,307.0,265.0,0.0,856.0,510.0,657.0,649.0,9.0,1825.0,17.0,11.0,9.0,1.0,38.0,2719.0,51.1
2449,Chattahoochee 01,Cobb,5969.0,257.0,494.0,231.0,4.0,986.0,432.0,1427.0,995.0,6.0,2860.0,24.0,32.0,21.0,0.0,77.0,3923.0,65.7
1873,Ambrose,Coffee,2053.0,361.0,651.0,92.0,0.0,1104.0,78.0,139.0,44.0,3.0,264.0,0.0,3.0,3.0,0.0,6.0,1374.0,66.9
1876,Nicholls,Coffee,2115.0,388.0,513.0,59.0,3.0,963.0,101.0,113.0,74.0,0.0,288.0,4.0,4.0,2.0,0.0,10.0,1261.0,59.6
1875,Broxton,Coffee,2398.0,352.0,770.0,76.0,2.0,1200.0,138.0,164.0,74.0,2.0,378.0,5.0,5.0,1.0,0.0,11.0,1589.0,66.3
1874,Bridgetown,Coffee,344.0,115.0,68.0,7.0,0.0,190.0,37.0,14.0,9.0,0.0,60.0,2.0,1.0,0.0,0.0,3.0,253.0,73.5
1872,Douglas,Coffee,17243.0,1061.0,4814.0,632.0,3.0,6510.0,728.0,1971.0,786.0,0.0,3485.0,26.0,54.0,11.0,0.0,91.0,10086.0,58.5
1877,West Green,Coffee,961.0,310.0,250.0,51.0,0.0,611.0,18.0,10.0,8.0,0.0,36.0,4.0,0.0,0.0,0.0,4.0,651.0,67.7
769,Warrior,Colquitt,971.0,282.0,250.0,62.0,0.0,594.0,36.0,32.0,16.0,0.0,84.0,1.0,0.0,0.0,0.0,1.0,679.0,69.9
752,Moultrie,Colquitt,4809.0,345.0,1165.0,289.0,0.0,1799.0,225.0,593.0,350.0,1.0,1169.0,9.0,12.0,7.0,0.0,28.0,2996.0,62.3
751,Shaw,Colquitt,3487.0,79.0,268.0,82.0,0.0,429.0,354.0,472.0,326.0,0.0,1152.0,4.0,4.0,1.0,0.0,9.0,1590.0,45.6
767,Thigpen,Colquitt,251.0,100.0,45.0,14.0,0.0,159.0,8.0,3.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,176.0,70.1
766,Robinson,Colquitt,860.0,232.0,202.0,46.0,0.0,480.0,39.0,36.0,18.0,0.0,93.0,1.0,2.0,0.0,0.0,3.0,576.0,67.0
765,Norman Park,Colquitt,2586.0,404.0,678.0,144.0,0.0,1226.0,95.0,162.0,115.0,0.0,372.0,2.0,5.0,8.0,0.0,15.0,1613.0,62.4
764,Murphy,Colquitt,973.0,190.0,430.0,56.0,0.0,676.0,14.0,50.0,32.0,0.0,96.0,1.0,5.0,0.0,0.0,6.0,778.0,80.0
763,Monk,Colquitt,1555.0,345.0,446.0,97.0,0.0,888.0,36.0,78.0,56.0,0.0,170.0,3.0,3.0,0.0,0.0,6.0,1064.0,68.4
762,Millcreek,Colquitt,422.0,112.0,132.0,37.0,0.0,281.0,5.0,11.0,11.0,0.0,27.0,1.0,1.0,0.0,0.0,2.0,310.0,73.5
761,Lee,Colquitt,1094.0,211.0,275.0,72.0,0.0,558.0,27.0,58.0,23.0,0.0,108.0,2.0,1.0,0.0,0.0,3.0,669.0,61.2
768,Tyty,Colquitt,543.0,220.0,76.0,32.0,0.0,328.0,14.0,10.0,7.0,0.0,31.0,3.0,0.0,0.0,0.0,3.0,362.0,66.7
759,Hartsfield,Colquitt,408.0,172.0,84.0,34.0,1.0,291.0,7.0,8.0,12.0,0.0,27.0,1.0,1.0,0.0,0.0,2.0,320.0,78.4
758,Hamilton,Colquitt,784.0,263.0,205.0,44.0,0.0,512.0,19.0,23.0,13.0,0.0,55.0,1.0,1.0,2.0,0.0,4.0,571.0,72.8
757,Funston,Colquitt,1030.0,279.0,268.0,63.0,3.0,613.0,26.0,49.0,32.0,0.0,107.0,7.0,2.0,1.0,0.0,10.0,730.0,70.9
756,Doerun,Colquitt,619.0,152.0,120.0,22.0,0.0,294.0,76.0,38.0,26.0,0.0,140.0,2.0,0.0,1.0,0.0,3.0,437.0,70.6
755,Crosland,Colquitt,289.0,86.0,31.0,20.0,0.0,137.0,24.0,17.0,9.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,188.0,65.1
754,Bridgecreek,Colquitt,1191.0,274.0,444.0,75.0,2.0,795.0,23.0,38.0,38.0,0.0,99.0,1.0,1.0,0.0,0.0,2.0,896.0,75.2
753,Autreyville,Colquitt,1512.0,260.0,415.0,69.0,2.0,746.0,45.0,102.0,55.0,0.0,202.0,5.0,3.0,0.0,0.0,8.0,956.0,63.2
760,Hopewell,Colquitt,1670.0,264.0,598.0,107.0,2.0,971.0,35.0,97.0,54.0,1.0,187.0,6.0,8.0,0.0,0.0,14.0,1172.0,70.2
1396,Col Cty Bd of Edu,Columbia,2143.0,224.0,692.0,150.0,2.0,1068.0,97.0,298.0,174.0,1.0,570.0,5.0,6.0,5.0,0.0,16.0,1654.0,77.2
1395,Damascus Baptist Church,Columbia,1023.0,354.0,300.0,65.0,1.0,720.0,34.0,34.0,31.0,0.0,99.0,3.0,2.0,0.0,0.0,5.0,824.0,80.5
1394,Second Mt Carmel Baptist Church,Columbia,731.0,106.0,141.0,21.0,0.0,268.0,126.0,71.0,87.0,0.0,284.0,0.0,2.0,2.0,0.0,4.0,556.0,76.1
1393,Eubank-Blanchard Center,Columbia,1576.0,380.0,490.0,76.0,1.0,947.0,84.0,110.0,83.0,0.0,277.0,3.0,8.0,0.0,0.0,11.0,1235.0,78.4
1392,Grove First Baptist Church,Columbia,2954.0,179.0,523.0,80.0,0.0,782.0,157.0,678.0,327.0,1.0,1163.0,10.0,17.0,8.0,0.0,35.0,1980.0,67.0
1391,Grovetown Public Safety Station,Columbia,23696.0,237.0,650.0,133.0,1.0,1021.0,219.0,790.0,413.0,1.0,1423.0,24.0,29.0,10.0,0.0,63.0,2507.0,10.6
1388,Liberty Park-Grovetown,Columbia,3410.0,279.0,646.0,137.0,2.0,1064.0,220.0,609.0,318.0,2.0,1149.0,16.0,18.0,5.0,0.0,39.0,2252.0,66.0
1397,Greenbrier High,Columbia,3369.0,476.0,1180.0,212.0,3.0,1871.0,110.0,389.0,293.0,1.0,793.0,14.0,24.0,8.0,0.0,46.0,2710.0,80.4
1382,New Life Church,Columbia,4438.0,329.0,934.0,169.0,1.0,1433.0,236.0,1023.0,430.0,3.0,1692.0,36.0,37.0,12.0,0.0,85.0,3210.0,72.3
1384,Harlem Senior Center,Columbia,1819.0,307.0,451.0,69.0,0.0,827.0,115.0,240.0,185.0,0.0,540.0,10.0,12.0,2.0,0.0,24.0,1391.0,76.5
1383,Harlem Branch Library,Columbia,2642.0,365.0,864.0,174.0,2.0,1405.0,82.0,245.0,133.0,0.0,460.0,9.0,9.0,10.0,0.0,28.0,1893.0,71.7
1381,Patriots Park,Columbia,4046.0,349.0,1307.0,178.0,0.0,1834.0,130.0,674.0,344.0,0.0,1148.0,17.0,43.0,11.0,0.0,71.0,3053.0,75.5
1380,Woodlawn Baptist Church,Columbia,1290.0,170.0,457.0,99.0,0.0,726.0,27.0,143.0,105.0,0.0,275.0,5.0,4.0,2.0,0.0,11.0,1012.0,78.4
1379,Lewis Methodist Church,Columbia,3737.0,410.0,1055.0,255.0,1.0,1721.0,129.0,596.0,390.0,1.0,1116.0,24.0,21.0,12.0,0.0,57.0,2894.0,77.4
1378,Kiokee Baptist Church,Columbia,2541.0,454.0,1149.0,179.0,0.0,1782.0,39.0,146.0,110.0,0.0,295.0,8.0,8.0,7.0,0.0,23.0,2100.0,82.6
1387,Philadelphia Church,Columbia,2355.0,205.0,614.0,115.0,1.0,935.0,118.0,423.0,198.0,0.0,739.0,18.0,28.0,9.0,0.0,55.0,1729.0,73.4
1386,Bessie Thomas Center,Columbia,799.0,112.0,359.0,58.0,2.0,531.0,14.0,50.0,24.0,0.0,88.0,2.0,6.0,2.0,0.0,10.0,629.0,78.7
1385,Second Mt Moriah Baptist Church,Columbia,1027.0,163.0,393.0,66.0,1.0,623.0,26.0,80.0,53.0,0.0,159.0,4.0,10.0,3.0,0.0,17.0,799.0,77.8
1390,G A Apostolic Church,Columbia,1701.0,249.0,371.0,117.0,0.0,737.0,78.0,244.0,148.0,1.0,471.0,4.0,15.0,2.0,0.0,21.0,1229.0,72.3
1389,Grovetown Methodist Church,Columbia,2736.0,192.0,305.0,108.0,2.0,607.0,258.0,520.0,268.0,5.0,1051.0,8.0,14.0,6.0,0.0,28.0,1686.0,61.6
1421,Col Cty Main Library,Columbia,2106.0,193.0,679.0,131.0,0.0,1003.0,64.0,296.0,198.0,1.0,559.0,6.0,5.0,3.0,0.0,14.0,1576.0,74.8
1400,Grace Baptist Church,Columbia,3558.0,404.0,961.0,161.0,0.0,1526.0,141.0,673.0,357.0,0.0,1171.0,13.0,27.0,10.0,0.0,50.0,2747.0,77.2
1415,Martinez Baptist,Columbia,1962.0,324.0,337.0,106.0,0.0,767.0,146.0,225.0,157.0,0.0,528.0,19.0,8.0,1.0,0.0,28.0,1323.0,67.4
1401,Christ Sanctified,Columbia,2521.0,347.0,747.0,173.0,1.0,1268.0,102.0,282.0,186.0,0.0,570.0,15.0,15.0,1.0,0.0,31.0,1869.0,74.1
1411,Genesis Church,Columbia,1830.0,243.0,522.0,172.0,0.0,937.0,81.0,208.0,188.0,1.0,478.0,9.0,5.0,8.0,0.0,22.0,1437.0,78.5
1412,Stevens Creek Church,Columbia,2760.0,367.0,925.0,250.0,1.0,1543.0,110.0,324.0,302.0,0.0,736.0,6.0,14.0,5.0,0.0,25.0,2304.0,83.5
1413,Mtz Col Fire Hdqtr,Columbia,1291.0,198.0,238.0,71.0,0.0,507.0,106.0,120.0,94.0,1.0,321.0,12.0,3.0,4.0,0.0,19.0,847.0,65.6
1402,Blanchard Park,Columbia,2026.0,244.0,413.0,137.0,2.0,796.0,109.0,304.0,183.0,0.0,596.0,7.0,6.0,6.0,0.0,19.0,1411.0,69.6
1424,Christ The King Luth Church,Columbia,2148.0,203.0,749.0,234.0,0.0,1186.0,44.0,273.0,247.0,1.0,565.0,6.0,5.0,4.0,0.0,15.0,1766.0,82.2
1423,Blue Ridge Elementary,Columbia,2301.0,270.0,606.0,142.0,0.0,1018.0,135.0,293.0,189.0,1.0,618.0,15.0,11.0,5.0,0.0,31.0,1667.0,72.4
1422,Christ Church Presbyterian,Columbia,2081.0,273.0,730.0,134.0,1.0,1138.0,73.0,254.0,171.0,1.0,499.0,9.0,14.0,5.0,0.0,28.0,1665.0,80.0
1420,Wesley Methodist,Columbia,2434.0,317.0,802.0,182.0,3.0,1304.0,99.0,302.0,176.0,1.0,578.0,10.0,13.0,6.0,0.0,29.0,1911.0,78.5
1419,Journey Comm Church,Columbia,1268.0,160.0,503.0,142.0,3.0,808.0,38.0,109.0,91.0,0.0,238.0,5.0,9.0,1.0,0.0,15.0,1061.0,83.7
1418,West Acres Baptist,Columbia,2424.0,305.0,756.0,170.0,1.0,1232.0,96.0,261.0,213.0,0.0,570.0,2.0,11.0,7.0,0.0,20.0,1822.0,75.2
1417,Church of Our Savior,Columbia,2310.0,309.0,481.0,191.0,3.0,984.0,161.0,251.0,235.0,2.0,649.0,11.0,10.0,4.0,0.0,25.0,1658.0,71.8
1416,Gold Cross EMS,Columbia,1889.0,234.0,478.0,290.0,5.0,1007.0,64.0,152.0,161.0,1.0,378.0,10.0,8.0,1.0,0.0,19.0,1404.0,74.3
1399,Riverview Church,Columbia,1320.0,147.0,444.0,92.0,0.0,683.0,59.0,178.0,141.0,0.0,378.0,8.0,7.0,2.0,0.0,17.0,1078.0,81.7
1398,Parkway Baptist Church,Columbia,4596.0,579.0,1491.0,252.0,2.0,2324.0,152.0,741.0,375.0,1.0,1269.0,29.0,21.0,10.0,0.0,60.0,3653.0,79.5
1414,Lakeside Middle,Columbia,1923.0,261.0,482.0,82.0,0.0,825.0,107.0,245.0,159.0,1.0,512.0,15.0,16.0,4.0,0.0,35.0,1372.0,71.3
1403,Belair Baptist Church,Columbia,2440.0,343.0,592.0,173.0,1.0,1109.0,123.0,338.0,215.0,1.0,677.0,23.0,6.0,7.0,0.0,36.0,1822.0,74.7
1405,Westside Baptist Church,Columbia,1516.0,275.0,407.0,173.0,0.0,855.0,78.0,118.0,150.0,0.0,346.0,6.0,10.0,1.0,0.0,17.0,1218.0,80.3
1410,Gospel Water Branch,Columbia,2096.0,244.0,629.0,137.0,2.0,1012.0,114.0,291.0,247.0,2.0,654.0,3.0,9.0,6.0,0.0,18.0,1684.0,80.3
1406,Trinity Baptist Church,Columbia,2836.0,447.0,783.0,251.0,2.0,1483.0,117.0,258.0,197.0,1.0,573.0,14.0,4.0,10.0,0.0,28.0,2084.0,73.5
1407,Abilene Baptist,Columbia,2046.0,307.0,497.0,159.0,0.0,963.0,85.0,204.0,175.0,0.0,464.0,11.0,4.0,2.0,0.0,17.0,1444.0,70.6
1404,Marvin Methodist,Columbia,1937.0,317.0,382.0,133.0,0.0,832.0,138.0,196.0,198.0,0.0,532.0,12.0,11.0,4.0,0.0,27.0,1391.0,71.8
1408,Augusta Christian,Columbia,2179.0,319.0,515.0,169.0,0.0,1003.0,133.0,248.0,223.0,1.0,605.0,12.0,8.0,4.0,0.0,24.0,1632.0,74.9
